"RunPath","RelativePath","FileCount","HasResults","HasSummary","HasDiagnostics","HasSpec","LastWriteTime"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2b\run_2026-02-19_10-38-45","gamspy\estimation_spec_job_M2b\run_2026-02-19_10-38-45","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2c\run_2026-02-19_10-48-35","gamspy\estimation_spec_job_M2c\run_2026-02-19_10-48-35","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2c\run_2026-02-19_11-30-40","gamspy\estimation_spec_job_M2c\run_2026-02-19_11-30-40","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2c\run_2026-02-19_11-46-04","gamspy\estimation_spec_job_M2c\run_2026-02-19_11-46-04","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2c\run_2026-02-19_13-19-11","gamspy\estimation_spec_job_M2c\run_2026-02-19_13-19-11","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2c\run_2026-02-19_13-37-33","gamspy\estimation_spec_job_M2c\run_2026-02-19_13-37-33","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2d_type\run_2026-02-19_15-10-31","gamspy\estimation_spec_job_M2d_type\run_2026-02-19_15-10-31","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2d_type\run_2026-02-19_16-20-59","gamspy\estimation_spec_job_M2d_type\run_2026-02-19_16-20-59","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2e_a\run_2026-02-20_10-04-46","gamspy\estimation_spec_job_M2e_a\run_2026-02-20_10-04-46","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2e_b\run_2026-02-20_11-24-37","gamspy\estimation_spec_job_M2e_b\run_2026-02-20_11-24-37","8","True","True","True","True","20-02-26 11:51:26"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2e_hours\run_2026-02-20_09-28-35","gamspy\estimation_spec_job_M2e_hours\run_2026-02-20_09-28-35","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2f_hybrid\run_2026-02-19_16-55-27","gamspy\estimation_spec_job_M2f_hybrid\run_2026-02-19_16-55-27","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2g_unified_opportunity\run_2026-02-20_10-18-58","gamspy\estimation_spec_job_M2g_unified_opportunity\run_2026-02-20_10-18-58","8","True","True","True","True","20-02-26 11:02:30"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2h_pruned\run_2026-02-20_11-25-18","gamspy\estimation_spec_job_M2h_pruned\run_2026-02-20_11-25-18","8","True","True","True","True","20-02-26 11:50:11"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\unknown_spec\run_2026-02-04_23-32-08","gamspy\unknown_spec\run_2026-02-04_23-32-08","1","False","False","False","False","20-02-26 11:01:41"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\unknown_spec\run_2026-02-05_21-48-01","gamspy\unknown_spec\run_2026-02-05_21-48-01","1","False","False","False","False","20-02-26 11:01:42"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\unknown_spec\run_2026-02-10_10-05-46","gamspy\unknown_spec\run_2026-02-10_10-05-46","1","False","False","False","False","20-02-26 11:01:42"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\unknown_spec\run_2026-02-10_10-06-07","gamspy\unknown_spec\run_2026-02-10_10-06-07","1","False","False","False","False","20-02-26 11:01:42"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\unknown_spec\run_2026-02-11_15-11-19","gamspy\unknown_spec\run_2026-02-11_15-11-19","1","False","False","False","False","20-02-26 11:01:42"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\job_choice\gamspy\unknown_spec\run_2026-02-19_10-47-05","gamspy\unknown_spec\run_2026-02-19_10-47-05","1","False","False","False","False","20-02-26 11:01:42"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\phase2\ultra_minimal_gamspy\run_2026-01-24_12-49-00","imal_gamspy\run_2026-01-24_12-49-00","1","False","False","False","False","24-01-26 12:49:00"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\phase2\ultra_minimal_gamspy\run_2026-01-26_10-19-18","imal_gamspy\run_2026-01-26_10-19-18","1","False","False","False","False","26-01-26 10:19:18"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\phase2\ultra_minimal_gamspy\run_2026-01-26_10-20-56","imal_gamspy\run_2026-01-26_10-20-56","1","False","False","False","False","26-01-26 10:20:56"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\phase2\ultra_minimal_gamspy\run_2026-01-26_10-31-10","imal_gamspy\run_2026-01-26_10-31-10","1","False","False","False","False","26-01-26 10:31:10"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec_tests\1_minimal_theta0_scipy\run_2026-01-24_11-30-21","imal_theta0_scipy\run_2026-01-24_11-30-21","4","True","True","False","True","24-01-26 11:30:33"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\phase2\pooled_leisure_gamspy\run_2026-01-24_12-49-00","isure_gamspy\run_2026-01-24_12-49-00","1","False","False","False","False","24-01-26 12:49:00"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\phase2\pooled_leisure_gamspy\run_2026-01-26_10-20-56","isure_gamspy\run_2026-01-26_10-20-56","1","False","False","False","False","26-01-26 10:20:56"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\phase2\pooled_leisure_gamspy\run_2026-01-26_10-31-10","isure_gamspy\run_2026-01-26_10-31-10","1","False","False","False","False","26-01-26 10:31:10"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec_tests\2_pooled_consumption_scipy\run_2026-01-24_12-14-56","led_consumption_scipy\run_2026-01-24_12-14-56","4","True","True","False","True","24-01-26 12:17:51"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec_tests\3_pooled_leisure_scipy\run_2026-01-24_12-18-20","led_leisure_scipy\run_2026-01-24_12-18-20","4","True","True","False","True","24-01-26 12:22:10"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\scipy\run_2026-01-27_12-09-18","n_2026-01-27_12-09-18","4","True","True","False","True","27-01-26 12:22:43"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\scipy\run_2026-01-28_13-19-18","n_2026-01-28_13-19-18","4","True","True","False","True","28-01-26 13:20:06"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec_tests\4_ultra_minimal_scipy\run_2026-01-24_12-18-20","ra_minimal_scipy\run_2026-01-24_12-18-20","4","True","True","False","True","24-01-26 12:20:38"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_gamspy_tight\run_2026-01-18_16-55-57","t\run_2026-01-18_16-55-57","7","True","True","False","True","18-01-26 17:13:32"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-27_12-27-02","un_2026-01-27_12-27-02","7","True","True","False","True","27-01-26 12:48:49"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_11-39-59","un_2026-01-28_11-39-59","7","True","True","False","True","28-01-26 12:01:16"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_11-57-43","un_2026-01-28_11-57-43","5","True","True","False","True","28-01-26 11:58:36"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_12-45-18","un_2026-01-28_12-45-18","7","True","True","False","True","28-01-26 12:47:02"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_12-52-23","un_2026-01-28_12-52-23","7","True","True","False","True","28-01-26 12:54:17"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_13-22-08","un_2026-01-28_13-22-08","7","True","True","False","True","28-01-26 13:44:13"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_13-45-56","un_2026-01-28_13-45-56","7","True","True","False","True","28-01-26 13:48:31"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_14-03-24","un_2026-01-28_14-03-24","7","True","True","False","True","28-01-26 14:05:50"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_14-08-57","un_2026-01-28_14-08-57","7","True","True","False","True","28-01-26 14:10:32"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_14-10-55","un_2026-01-28_14-10-55","7","True","True","False","True","28-01-26 14:13:29"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-01-29_11-48-10","un_2026-01-29_11-48-10","7","True","True","False","True","29-01-26 11:49:49"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v2\gamspy\run_2026-02-02_18-05-03","un_2026-02-02_18-05-03","7","True","True","False","True","02-02-26 18:06:48"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v3\gamspy\run_2026-02-02_18-15-46","un_2026-02-02_18-15-46","7","True","True","False","True","02-02-26 18:21:56"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v3\gamspy\run_2026-02-02_18-52-34","un_2026-02-02_18-52-34","7","True","True","False","True","02-02-26 18:56:46"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v3\gamspy\run_2026-02-02_19-08-45","un_2026-02-02_19-08-45","7","True","True","False","True","02-02-26 19:12:18"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v3\gamspy\run_2026-02-03_00-23-08","un_2026-02-03_00-23-08","1","False","False","False","False","03-02-26 00:23:08"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v3\gamspy\run_2026-02-03_00-25-51","un_2026-02-03_00-25-51","7","True","True","False","True","03-02-26 00:29:36"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v3\gamspy\run_2026-02-03_00-52-33","un_2026-02-03_00-52-33","7","True","True","False","True","03-02-26 00:57:07"
"\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\spec\v3\gamspy\run_2026-02-05_14-11-43","un_2026-02-05_14-11-43","7","True","True","False","True","05-02-26 14:15:40"
