run_path,timestamp,specification,spec_config,mnl_base,group,opt_method,analytical_gradient,success_all_groups,joint_ll,n_obs_total,n_groups_total,walltime_seconds,prior_correction,market_centering,hessian_condition,negative_eigs,command_line
outputs\estimates\fr\2016_scipy\run_2026-01-20_15-11-40,2026-01-20T15:27:05.371555,base_vw,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-7103.746870145102,425300,4253,883.6181299686432,,,,,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/2016_scipy --group joint --method L-BFGS-B --solver scipy --maxiter 2000 --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec.yaml --auto-timestamp --verbose
outputs\estimates\fr\2016_v2,2026-01-09T09:06:32.299051,base_vw_v2,scripts\enhanced\estimation_spec_v2.yaml,U:/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,False,-5045.405352521895,425300,4253,1148.566806793213,,,,,scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base U:/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir outputs\estimates\fr\2016_v2 --group joint --method L-BFGS-B --maxiter 1000 --n-jobs 32 --skip-se --spec-config scripts\enhanced\estimation_spec_v2.yaml
outputs\estimates\fr\V1_gamspy\run_2026-01-27_11-27-43,2026-01-27T11:51:16.072526,base_vw,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6742.359596699069,425300,4253,1326.0274138450623,,,7.370042130556958e+24,7,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/MNL/outputs/estimates/fr/2016_gamspy_styled --group joint --solver gamspy-conopt --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/2016_gamspy/run_2026-01-22_15-32-40/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\minimal_spec\2016_gamspy\run_2026-01-23_11-01-01,2026-01-23T11:11:46.872860,minimal_vw,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-7839.33108831101,425300,4253,629.2467861175537,,,120330.84730714328,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_spec/2016_gamspy --group joint --solver gamspy-conopt --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal.yaml --auto-timestamp --verbose
outputs\estimates\fr\minimal_theta0\2016_gamspy\run_2026-01-23_14-10-01,2026-01-23T14:20:37.437939,minimal_vw_theta0,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-7862.908318617425,425300,4253,621.500143289566,,,178338.44166494024,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_gamspy --group joint --solver gamspy-conopt --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml --auto-timestamp --verbose
outputs\estimates\fr\minimal_theta0\2016_gamspy\run_2026-01-23_14-49-16,2026-01-23T14:59:18.642448,minimal_vw_theta0,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-7862.908318617425,425300,4253,589.2007253170013,,,17032.860596433886,0,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_gamspy --group joint --solver gamspy-conopt --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_gamspy/run_2026-01-23_14-10-01/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\minimal_theta0\2016_gamspy\run_2026-01-23_15-41-04,2026-01-23T15:51:15.350220,minimal_vw_theta0,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-7862.908318617425,425300,4253,598.3041722774506,,,17032.86059642683,0,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_gamspy --group joint --solver gamspy-conopt --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_gamspy/run_2026-01-23_14-49-16/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-13-07,2026-01-23T14:14:25.933391,minimal_vw_theta0,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-7862.908472407517,425300,4253,67.46882009506226,,,180900.7438715202,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_scipy --group joint --solver scipy --method L-BFGS-B --maxiter 2000 --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_spec/2016_gamspy/run_2026-01-23_11-01-01/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-24-06,2026-01-23T14:25:08.306316,minimal_vw_theta0,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-7862.908472407517,425300,4253,51.68798828125,,,180900.7438715202,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_scipy --group joint --solver scipy --method L-BFGS-B --maxiter 2000 --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_spec/2016_gamspy/run_2026-01-23_14-10-01/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-27-28,2026-01-23T14:27:41.331723,minimal_vw_theta0,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-7862.90831861128,425300,4253,3.120652675628662,,,178338.44166494024,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_scipy --group joint --solver scipy --method L-BFGS-B --maxiter 2000 --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_gamspy/run_2026-01-23_14-10-01/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-51-29,2026-01-23T14:51:40.024566,minimal_vw_theta0,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-7862.90831861128,425300,4253,2.978209972381592,,,17032.860596433886,0,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_scipy --group joint --solver scipy --method L-BFGS-B --maxiter 2000 --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_gamspy/run_2026-01-23_14-10-01/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_15-42-32,2026-01-23T15:42:43.848398,minimal_vw_theta0,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-7862.90831861128,425300,4253,3.2880325317382812,,,17032.860596433886,0,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_scipy --group joint --solver scipy --method L-BFGS-B --maxiter 2000 --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_minimal_theta0.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/minimal_theta0/2016_gamspy/run_2026-01-23_14-49-16/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\simple_spec\2016_gamspy\run_2026-01-22_16-14-53,2026-01-22T16:28:34.432431,simple_vw,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_simple.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6994.659753045795,425300,4253,796.3505825996399,,,1.1708412048710635e+21,0,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/simple_spec/2016_gamspy --group joint --solver gamspy-conopt --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_simple.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/2016_gamspy/run_2026-01-22_13-38-57/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M0\run_2026-02-05_15-38-28,2026-02-05T15:39:47.727420,job_choice_M0_preferences_plus_employment_offer,scripts/enhanced/estimation_spec_job_M0.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24633.703499130803,425300,4253,62.567601919174194,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M0.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M0\run_2026-02-08_22-27-15,2026-02-08T22:28:59.525523,job_choice_M0_preferences_plus_employment_offer,scripts/enhanced/estimation_spec_job_M0.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22828.818666534033,850600,4253,80.19520401954651,True,False,,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M0.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M1\run_2026-02-05_16-19-19,2026-02-05T16:20:09.455538,job_choice_M1_participation_opportunity,scripts/enhanced/estimation_spec_job_M1.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24603.355002755918,425300,4253,32.979599475860596,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M1.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_15-38-28/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M1\run_2026-02-05_16-22-00,2026-02-05T16:23:01.696687,job_choice_M1_participation_opportunity,scripts/enhanced/estimation_spec_job_M1.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24539.40793388406,425300,4253,42.88320589065552,True,False,,3,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M1.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_15-38-28/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M1\run_2026-02-05_16-42-16,2026-02-05T16:43:20.246273,job_choice_M1_participation_opportunity,scripts/enhanced/estimation_spec_job_M1.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24576.41519487991,425300,4253,44.655823707580566,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M1.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_15-38-28/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M1\run_2026-02-05_16-44-46,2026-02-05T16:45:50.922273,job_choice_M1_participation_opportunity,scripts/enhanced/estimation_spec_job_M1.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24529.879333906138,425300,4253,46.52316880226135,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M1.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_16-42-16/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M1\run_2026-02-05_16-47-04,2026-02-05T16:48:42.953362,job_choice_M1_participation_opportunity,scripts/enhanced/estimation_spec_job_M1.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24521.167039941713,425300,4253,79.92985677719116,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M1.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_16-44-46/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M1\run_2026-02-05_16-50-11,2026-02-05T16:53:41.261138,job_choice_M1_participation_opportunity,scripts/enhanced/estimation_spec_job_M1.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24516.947168944185,425300,4253,192.9027557373047,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M1.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_16-44-46/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M1\run_2026-02-05_16-59-58,2026-02-05T17:00:51.627807,job_choice_M1_participation_opportunity,scripts/enhanced/estimation_spec_job_M1.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24603.357492431263,425300,4253,35.911375284194946,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M1.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_16-22-00/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M1\run_2026-02-08_22-39-59,2026-02-08T22:41:21.044951,job_choice_M1_participation_opportunity,scripts/enhanced/estimation_spec_job_M1.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22794.431116767562,850600,4253,59.09209632873535,True,False,,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M1.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-08_22-27-15/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2\run_2026-02-05_17-06-41,2026-02-05T17:07:52.626742,job_choice_M2_occupation_access,scripts/enhanced/estimation_spec_job_M2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-23676.594029255422,425300,4253,49.235432386398315,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_16-59-58/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2\run_2026-02-05_22-46-35,2026-02-05T22:48:25.869006,job_choice_M2_occupation_access,scripts/enhanced/estimation_spec_job_M2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-23676.59402925529,425300,4253,87.09513020515442,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2\run_2026-02-08_22-52-23,2026-02-08T22:54:06.150461,job_choice_M2_occupation_access,scripts/enhanced/estimation_spec_job_M2.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22496.096596740826,850600,4253,71.55579400062561,True,False,,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-08_22-27-15/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2\run_2026-02-08_23-28-46,2026-02-08T23:30:40.866662,job_choice_M2_occupation_access,scripts/enhanced/estimation_spec_job_M2.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22496.096596740826,850600,4253,70.26183652877808,True,False,309963827453.60455,1,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-08_22-27-15/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2\run_2026-02-08_23-40-55,2026-02-08T23:42:58.306870,job_choice_M2_occupation_access,scripts/enhanced/estimation_spec_job_M2.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22496.10449473391,850600,4253,80.06786680221558,True,False,,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-08_22-27-15/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2\run_2026-02-08_23-58-54,2026-02-09T00:00:43.471774,job_choice_M2_occupation_access,scripts/enhanced/estimation_spec_job_M2.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22496.10449473378,850600,4253,69.2876489162445,True,False,,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-08_22-27-15/estimation_results.json --auto-timestamp --verbose
