run_path,timestamp,specification,spec_config,mnl_base,group,opt_method,analytical_gradient,success_all_groups,joint_ll,n_obs_total,n_groups_total,walltime_seconds,prior_correction,market_centering,hessian_condition,negative_eigs,command_line
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2\run_2026-02-10_10-06-29,2026-02-10T10:07:54.649141,job_choice_M2_occupation_access,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_M2.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22496.10449473378,850600,4253,42.70600080490112,True,False,1271.5592690776207,0,U:\Desktop\Nizam_Hisham\MNL\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_M2.yaml --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2_centered\run_2026-02-05_21-59-58,2026-02-05T22:05:36.054283,job_choice_M2_occupation_access_centered,scripts/enhanced/estimation_spec_job_M2_centered.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-23869.113144349874,425300,4253,316.0121784210205,True,True,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2_centered.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_16-59-58/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2_lite\run_2026-02-05_22-33-18,2026-02-05T22:37:27.718070,job_choice_M2_occupation_access_lite_centered,scripts/enhanced/estimation_spec_job_M2_lite.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24370.06224393293,425300,4253,230.45067191123962,True,True,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2_lite.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2_lite_scaled\run_2026-02-05_23-07-11,2026-02-05T23:08:43.434929,gsur,scripts/enhanced/estimation_spec_job_M2_lite_scaled.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24370.06224393285,425300,4253,73.47247505187988,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2_lite_scaled.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2_scaled\run_2026-02-05_23-00-19,2026-02-05T23:02:02.811510,gsur,scripts/enhanced/estimation_spec_job_M2_scaled.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-23641.812470764322,425300,4253,83.6429295539856,True,False,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2_scaled.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2b\run_2026-02-11_14-37-13,2026-02-11T14:39:11.371424,job_choice_M2b_education,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_M2b.yaml,Z:\hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22318.99661381483,850600,4253,71.80801701545715,True,False,6160.851982299409,0,U:\Desktop\Nizam_Hisham\MNL\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base Z:\hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_M2b.yaml --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2b\run_2026-02-11_14-40-10,2026-02-11T14:42:00.499946,job_choice_M2b_education,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_M2b.yaml,Z:\hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22317.990727678553,850600,4253,64.41100668907166,True,False,100881.3504295241,0,U:\Desktop\Nizam_Hisham\MNL\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base Z:\hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_M2b.yaml --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2b\run_2026-02-11_14-46-29,2026-02-11T14:48:39.486517,job_choice_M2b_education,scripts/enhanced/estimation_spec_job_M2b.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22317.99850186657,850600,4253,79.64599204063416,True,False,28141.779423253738,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2b.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-08_22-27-15/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2b\run_2026-02-11_15-13-14,2026-02-11T15:15:17.036853,job_choice_M2b_education,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_M2b.yaml,Z:\hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22317.4681406709,850600,4253,71.61028265953064,True,False,12659265.071689503,0,U:\Desktop\Nizam_Hisham\MNL\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base Z:\hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_M2b.yaml --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2b\run_2026-02-11_15-17-57,2026-02-11T15:20:00.611986,job_choice_M2b_education,scripts/enhanced/estimation_spec_job_M2b.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22317.4681406709,850600,4253,72.4233877658844,True,False,12659265.071689503,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2b.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-11_14-46-29/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2b\run_2026-02-19_10-20-18,2026-02-19T10:22:31.118915,job_choice_M2b_education,scripts/enhanced/estimation_spec_job_M2b.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22317.471061028176,850600,4253,82.39235949516296,True,False,1904927.6505626522,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2b.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-11_14-46-29/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2b\run_2026-02-19_10-38-45,2026-02-19T10:40:12.901291,job_choice_M2b_education,scripts/enhanced/estimation_spec_job_M2b.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22317.99850186657,850600,4253,43.93478775024414,True,False,28141.779423253738,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2b.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-11_14-46-29/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2c\run_2026-02-19_10-48-35,2026-02-19T10:51:19.396300,job_choice_M2c_leisure,scripts/enhanced/estimation_spec_job_M2c.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22250.737020251006,850600,4253,91.30017137527466,True,False,1.1176738927067217e+21,2,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2c.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-11_14-46-29/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2c\run_2026-02-19_11-30-40,2026-02-19T11:33:26.024168,job_choice_M2c_leisure,scripts/enhanced/estimation_spec_job_M2c.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22249.41752046381,850600,4253,92.4354944229126,True,False,1.612354296992066e+20,2,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2c.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-11_14-46-29/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2c\run_2026-02-19_11-46-04,2026-02-19T11:48:58.825481,job_choice_M2c_leisure,scripts/enhanced/estimation_spec_job_M2c.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22250.21893389667,850600,4253,103.57287502288818,True,False,10092218.945113758,1,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2c.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2c\run_2026-02-19_13-19-11,2026-02-19T13:22:01.495243,job_choice_M2c_leisure,scripts/enhanced/estimation_spec_job_M2c.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22250.21893389667,850600,4253,101.52376675605774,True,False,10092218.945113758,1,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2c.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2c\run_2026-02-19_13-37-33,2026-02-19T13:40:16.643354,job_choice_M2c_leisure,scripts/enhanced/estimation_spec_job_M2c.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22251.013468244142,850600,4253,95.52949786186218,True,False,10094555.135590183,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2c.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2d_type\run_2026-02-19_15-10-31,2026-02-19T15:30:52.028722,gsur,scripts/enhanced/estimation_spec_job_M2d_type.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22648.255818903133,850600,4253,1096.847008228302,True,True,8.205545591933382e+35,1,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2d_type.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2d_type\run_2026-02-19_16-20-59,2026-02-19T16:37:56.172886,gsur,scripts/enhanced/estimation_spec_job_M2d_type.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22648.255818903133,850600,4253,917.9854173660278,True,True,1269709.9701561972,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2d_type.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2e_a\run_2026-02-20_10-04-46,2026-02-20T10:31:09.181807,gsur,scripts/enhanced/estimation_spec_job_M2e_a.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-21717.816694391484,850600,4253,1414.0814337730408,True,True,1335265.636845157,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2e_a.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2e_b\run_2026-02-20_11-24-37,2026-02-20T11:51:26.845431,gsur,scripts/enhanced/estimation_spec_job_M2e_b.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22161.052283305202,850600,4253,1433.0437152385712,True,True,1288265.6927163422,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2e_b.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2e_hours\run_2026-02-20_09-28-35,2026-02-20T09:45:13.053463,gsur,scripts/enhanced/estimation_spec_job_M2e_hours.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22264.04084023756,850600,4253,894.1743240356445,True,True,1199071.672139968,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2e_hours.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2f_hybrid\run_2026-02-19_16-55-27,2026-02-19T17:26:24.345014,gsur,scripts/enhanced/estimation_spec_job_M2f_hybrid.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22164.128284014296,850600,4253,1676.3784680366516,True,True,1307899.1307529777,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2f_hybrid.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-19_16-20-59/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2g_unified_opportunity\run_2026-02-20_10-18-58,2026-02-20T10:52:11.273612,gsur,scripts/enhanced/estimation_spec_job_M2g_unified_opportunity.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-21723.48466487782,850600,4253,1783.9199142456055,True,True,1325623.2627828475,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2g_unified_opportunity.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-19_16-55-27/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_M2h_pruned\run_2026-02-20_11-25-18,2026-02-20T11:50:11.271293,gsur,scripts/enhanced/estimation_spec_job_M2h_pruned.yaml,\\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm,joint,L-BFGS-B,True,True,-22203.60961836936,850600,4253,1329.2220306396484,True,True,1283955.7999209973,0,.\scripts\enhanced\enh_RURO_estimate_FR.py --mnl-base \\aff300msh.cifs.myliser.lu\ComputeShare\Hisham\EUROMOD-STORAGE\Data\processed\fr\2016\fr_2016_RURO_mnl_job_gmm --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_M2h_pruned.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/estimation_spec_job_M2e_a/run_2026-02-20_10-04-46/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_id_enhanced\run_2026-02-05_14-48-48,2026-02-05T14:50:47.631813,job_choice_v0_id_enhanced,scripts/enhanced/estimation_spec_job_choice_v0_id_enhanced.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-21268.509317685945,425300,4253,96.81087803840637,,,,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_id_enhanced.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_id_strict\run_2026-02-05_11-26-02,2026-02-05T11:27:03.975776,job_choice_v0_plus_id_strict,scripts/enhanced/estimation_spec_job_choice_v0_id_strict.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24364.096716826047,425300,4253,33.20395827293396,,,,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-ipopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_id_strict.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_id_strict\run_2026-02-05_11-36-48,2026-02-05T11:38:36.725545,job_choice_v0_plus_id_strict,scripts/enhanced/estimation_spec_job_choice_v0_id_strict.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24364.09671683854,425300,4253,81.1042320728302,,,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_id_strict.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_minimal\run_2026-02-04_21-02-19,2026-02-04T21:02:59.325785,job_choice_v0_minimal_stable,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_choice_v0_minimal.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-9707.369203792357,425300,4253,36.06023955345154,,,,,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_choice_v0_minimal.yaml --warm-start none --skip-se --auto-timestamp --verbose
