"Root","RelativePath","FullName","Name","Extension","Length","LastWriteTime"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_gamspy\run_2026-01-23_15-41-04\estimation_summary.txt","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_gamspy\run_2026-01-23_15-41-04\estimation_summary.txt","estimation_summary.txt",".txt","3759","23-01-26 15:51:15"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_gamspy\run_2026-01-23_15-41-04\params_with_se.csv","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_gamspy\run_2026-01-23_15-41-04\params_with_se.csv","params_with_se.csv",".csv","890","23-01-26 16:06:26"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_gamspy\run_2026-01-23_15-41-04\specification_used.yaml","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_gamspy\run_2026-01-23_15-41-04\specification_used.yaml","specification_used.yaml",".yaml","3885","23-01-26 15:51:15"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-13-07\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-13-07\estimation.log","estimation.log",".log","16795","23-01-26 14:14:25"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-13-07\estimation_results.json","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-13-07\estimation_results.json","estimation_results.json",".json","8967","23-01-26 14:14:25"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-13-07\estimation_summary.txt","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-13-07\estimation_summary.txt","estimation_summary.txt",".txt","497","23-01-26 14:14:25"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-13-07\specification_used.yaml","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-13-07\specification_used.yaml","specification_used.yaml",".yaml","3885","23-01-26 14:14:25"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-24-06\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-24-06\estimation.log","estimation.log",".log","16559","23-01-26 14:25:08"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-24-06\estimation_results.json","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-24-06\estimation_results.json","estimation_results.json",".json","8961","23-01-26 14:25:08"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-24-06\estimation_summary.txt","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-24-06\estimation_summary.txt","estimation_summary.txt",".txt","497","23-01-26 14:25:08"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-24-06\specification_used.yaml","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-24-06\specification_used.yaml","specification_used.yaml",".yaml","3885","23-01-26 14:25:08"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-27-28\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-27-28\estimation.log","estimation.log",".log","14355","23-01-26 14:27:41"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-27-28\estimation_results.json","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-27-28\estimation_results.json","estimation_results.json",".json","8991","23-01-26 14:27:41"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-27-28\estimation_summary.txt","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-27-28\estimation_summary.txt","estimation_summary.txt",".txt","496","23-01-26 14:27:41"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-27-28\specification_used.yaml","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-27-28\specification_used.yaml","specification_used.yaml",".yaml","3885","23-01-26 14:27:41"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-51-29\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-51-29\estimation.log","estimation.log",".log","14238","23-01-26 14:51:40"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-51-29\estimation_results.json","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-51-29\estimation_results.json","estimation_results.json",".json","7229","23-01-26 14:51:40"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-51-29\estimation_summary.txt","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-51-29\estimation_summary.txt","estimation_summary.txt",".txt","496","23-01-26 14:51:40"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_14-51-29\specification_used.yaml","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_14-51-29\specification_used.yaml","specification_used.yaml",".yaml","3885","23-01-26 14:51:40"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_15-42-32\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_15-42-32\estimation.log","estimation.log",".log","14238","23-01-26 15:42:43"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_15-42-32\estimation_results.json","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_15-42-32\estimation_results.json","estimation_results.json",".json","7354","23-01-26 15:42:43"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_15-42-32\estimation_summary.txt","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_15-42-32\estimation_summary.txt","estimation_summary.txt",".txt","496","23-01-26 15:42:43"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","016_scipy\run_2026-01-23_15-42-32\specification_used.yaml","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\minimal_theta0\2016_scipy\run_2026-01-23_15-42-32\specification_used.yaml","specification_used.yaml",".yaml","3885","23-01-26 15:42:43"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-16_23-53-37\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-16_23-53-37\estimation.log","estimation.log",".log","18738","17-01-26 00:06:30"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-17_15-20-10\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-17_15-20-10\estimation.log","estimation.log",".log","14060","17-01-26 15:21:26"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_12-28-08\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_12-28-08\estimation.log","estimation.log",".log","4225","20-01-26 12:28:08"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_12-31-49\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_12-31-49\estimation.log","estimation.log",".log","29452","20-01-26 12:44:47"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_12-31-49\estimation_results.json","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_12-31-49\estimation_results.json","estimation_results.json",".json","14129","20-01-26 12:44:47"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_12-31-49\estimation_summary.txt","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_12-31-49\estimation_summary.txt","estimation_summary.txt",".txt","488","20-01-26 12:44:47"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_12-31-49\specification_used.yaml","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_12-31-49\specification_used.yaml","specification_used.yaml",".yaml","13421","20-01-26 12:44:47"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_14-29-22\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_14-29-22\estimation.log","estimation.log",".log","29756","20-01-26 14:44:36"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_14-29-22\estimation_results.json","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_14-29-22\estimation_results.json","estimation_results.json",".json","14265","20-01-26 14:44:36"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_14-29-22\estimation_summary.txt","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_14-29-22\estimation_summary.txt","estimation_summary.txt",".txt","488","20-01-26 14:44:36"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_14-29-22\specification_used.yaml","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_14-29-22\specification_used.yaml","specification_used.yaml",".yaml","13421","20-01-26 14:44:36"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_15-11-40\estimation.log","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_15-11-40\estimation.log","estimation.log",".log","30063","20-01-26 15:27:05"
"Microsoft.PowerShell.Core\FileSystem::\\crc\users\hisham\Desktop\Nizam_Hisham\MNL","026-01-20_15-11-40\estimation_results.json","\\crc\users\hisham\Desktop\Nizam_Hisham\MNL\outputs\estimates\fr\2016_scipy\run_2026-01-20_15-11-40\estimation_results.json","estimation_results.json",".json","14143","20-01-26 15:27:05"
