"Root","RelativePath","FullName","FileCount","SizeBytes","LastWriteTime"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\detailed_estimates\v2_enhanced_test","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\detailed_estimates\v2_enhanced_test","8","562210","04-02-26 16:01:59"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\detailed_estimates\v2_final_contours","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\detailed_estimates\v2_final_contours","15","1083335","04-02-26 16:01:59"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\detailed_estimates\v2_final_test","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\detailed_estimates\v2_final_test","8","539074","04-02-26 16:02:00"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\detailed_estimates\v2_full_test","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\detailed_estimates\v2_full_test","8","448559","04-02-26 16:02:00"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\detailed_estimates\v2_test","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\detailed_estimates\v2_test","2","20839","04-02-26 16:02:00"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\detailed_estimates\v2_test_report","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\detailed_estimates\v2_test_report","8","550000","04-02-26 16:02:00"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\detailed_estimates\v2_with_prefix","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\detailed_estimates\v2_with_prefix","16","1083787","04-02-26 16:02:00"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\de\2014\outputs","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\de\2014\outputs","85","1364398","04-02-26 16:02:01"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\de\2014\outputs\plots","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\de\2014\outputs\plots","81","1359532","04-02-26 16:02:02"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\de\2015\outputs","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\de\2015\outputs","85","1358765","04-02-26 16:02:02"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\de\2015\outputs\plots","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\de\2015\outputs\plots","81","1353896","04-02-26 16:02:03"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\de\2016\outputs","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\de\2016\outputs","85","1351768","04-02-26 16:02:04"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\de\2016\outputs\plots","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\de\2016\outputs\plots","81","1346900","04-02-26 16:02:05"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\fr\2021\outputs","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\fr\2021\outputs","85","1370419","04-02-26 16:02:07"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\fr\2021\outputs\plots","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\fr\2021\outputs\plots","81","1365545","04-02-26 16:02:08"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\scenarios","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\scenarios","98","108620698","04-02-26 16:02:13"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\scenarios\DE_2014","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\scenarios\DE_2014","23","24751481","04-02-26 16:02:12"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\scenarios\DE_2014_2016_combined","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\scenarios\DE_2014_2016_combined","4","4003878","04-02-26 16:02:12"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\scenarios\DE_2014_2016_cpi2015","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\scenarios\DE_2014_2016_cpi2015","3","4012153","04-02-26 16:02:12"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\scenarios\DE_2015","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\scenarios\DE_2015","23","25193588","04-02-26 16:02:13"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\old_data\scenarios\DE_2016","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\old_data\scenarios\DE_2016","23","25522988","04-02-26 16:02:14"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\outputs","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\outputs","87","2461615","04-02-26 16:02:17"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\outputs\euromod_DE_demo","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\outputs\euromod_DE_demo","1","1053524","04-02-26 16:02:14"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\outputs\prep","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\outputs\prep","85","1351760","04-02-26 16:02:14"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\outputs\prep\plots","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\outputs\prep\plots","81","1346892","04-02-26 16:02:17"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\outputs\scenarios","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\outputs\scenarios","0","0","13-10-25 19:38:49"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\reports","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\reports","62","864966","04-02-26 16:02:17"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\reports\biogeme","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\reports\biogeme","62","864966","04-02-26 16:02:18"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\reports\biogeme\female","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\reports\biogeme\female","12","197106","04-02-26 16:02:17"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\reports\biogeme\female_ascsOFF","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\reports\biogeme\female_ascsOFF","6","18709","04-02-26 16:02:17"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\reports\biogeme\female_ascsON","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\reports\biogeme\female_ascsON","12","219290","04-02-26 16:02:18"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\reports\biogeme\male","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\reports\biogeme\male","12","191058","04-02-26 16:02:18"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\reports\biogeme\male_ascsOFF","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\reports\biogeme\male_ascsOFF","6","18736","04-02-26 16:02:18"
"Z:\Hisham\EUROMOD-STORAGE","old_Data_results\reports\biogeme\male_ascsON","Z:\Hisham\EUROMOD-STORAGE\old_Data_results\reports\biogeme\male_ascsON","12","218381","04-02-26 16:02:19"
"Z:\Hisham\EUROMOD-STORAGE","outputs","Z:\Hisham\EUROMOD-STORAGE\outputs","68","3660549","04-02-26 16:02:20"
"Z:\Hisham\EUROMOD-STORAGE","outputs\euromod_DE_demo","Z:\Hisham\EUROMOD-STORAGE\outputs\euromod_DE_demo","1","1053524","04-02-26 16:02:19"
"Z:\Hisham\EUROMOD-STORAGE","outputs\prep","Z:\Hisham\EUROMOD-STORAGE\outputs\prep","65","2469288","04-02-26 16:02:19"
"Z:\Hisham\EUROMOD-STORAGE","outputs\prep\fr","Z:\Hisham\EUROMOD-STORAGE\outputs\prep\fr","65","2469288","04-02-26 16:02:19"
"Z:\Hisham\EUROMOD-STORAGE","outputs\prep\fr\2016","Z:\Hisham\EUROMOD-STORAGE\outputs\prep\fr\2016","65","2469288","04-02-26 16:02:19"
"Z:\Hisham\EUROMOD-STORAGE","outputs\prep\fr\2016\plots","Z:\Hisham\EUROMOD-STORAGE\outputs\prep\fr\2016\plots","60","2462278","04-02-26 16:02:19"
"Z:\Hisham\EUROMOD-STORAGE","outputs\prep\fr\2016\plots\plots","Z:\Hisham\EUROMOD-STORAGE\outputs\prep\fr\2016\plots\plots","30","1231139","04-02-26 16:02:20"
"Z:\Hisham\EUROMOD-STORAGE","outputs\scenarios","Z:\Hisham\EUROMOD-STORAGE\outputs\scenarios","0","0","13-10-25 19:38:49"
"Z:\Hisham\EUROMOD-STORAGE","reports","Z:\Hisham\EUROMOD-STORAGE\reports","317","7840947","04-02-26 16:02:22"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy","108","2833991","04-02-26 16:02:20"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy\boxcox","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy\boxcox","108","2833991","04-02-26 16:02:22"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy\boxcox\DE_2014_2016_panel","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy\boxcox\DE_2014_2016_panel","85","2020714","04-02-26 16:02:21"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy\boxcox\DE_2014_2016_panel\female_ascsOFF_q99","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy\boxcox\DE_2014_2016_panel\female_ascsOFF_q99","14","312059","04-02-26 16:02:20"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy\boxcox\DE_2014_2016_panel\female_ascsON_q99","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy\boxcox\DE_2014_2016_panel\female_ascsON_q99","14","317785","04-02-26 16:02:20"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy\boxcox\DE_2014_2016_panel\male_ascsOFF_q99","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy\boxcox\DE_2014_2016_panel\male_ascsOFF_q99","14","285237","04-02-26 16:02:21"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy\boxcox\DE_2014_2016_panel\male_ascsON_q99","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy\boxcox\DE_2014_2016_panel\male_ascsON_q99","14","281419","04-02-26 16:02:21"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy\boxcox\DE_2014_2016_panel\pooled_ascsOFF_q99","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy\boxcox\DE_2014_2016_panel\pooled_ascsOFF_q99","15","414117","04-02-26 16:02:21"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy\boxcox\DE_2014_2016_panel\pooled_ascsON_q99","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy\boxcox\DE_2014_2016_panel\pooled_ascsON_q99","14","410097","04-02-26 16:02:22"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy\boxcox\pooled_genderSplit","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy\boxcox\pooled_genderSplit","23","813277","04-02-26 16:02:22"
"Z:\Hisham\EUROMOD-STORAGE","reports\gamspy\boxcox\pooled_genderSplit\pooled_ascsOFF_q99","Z:\Hisham\EUROMOD-STORAGE\reports\gamspy\boxcox\pooled_genderSplit\pooled_ascsOFF_q99","23","813277","04-02-26 16:02:22"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm","209","5006956","04-02-26 16:02:22"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox","209","5006956","04-02-26 16:02:28"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\DE_2014_2016_panel","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\DE_2014_2016_panel","130","3656828","04-02-26 16:02:25"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\DE_2014_2016_panel\female_ascsOFF_q99","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\DE_2014_2016_panel\female_ascsOFF_q99","14","312034","04-02-26 16:02:23"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\DE_2014_2016_panel\female_ascsON_q99","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\DE_2014_2016_panel\female_ascsON_q99","14","318148","04-02-26 16:02:23"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\DE_2014_2016_panel\male_ascsOFF_q99","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\DE_2014_2016_panel\male_ascsOFF_q99","14","285906","04-02-26 16:02:23"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\DE_2014_2016_panel\male_ascsON_q99","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\DE_2014_2016_panel\male_ascsON_q99","14","291645","04-02-26 16:02:24"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\DE_2014_2016_panel\pooled_ascsOFF_q99","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\DE_2014_2016_panel\pooled_ascsOFF_q99","14","404394","04-02-26 16:02:24"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\DE_2014_2016_panel\pooled_ascsOFF_q99_split","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\DE_2014_2016_panel\pooled_ascsOFF_q99_split","23","813826","04-02-26 16:02:25"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\DE_2014_2016_panel\pooled_ascsON_q99","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\DE_2014_2016_panel\pooled_ascsON_q99","23","808338","04-02-26 16:02:25"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\DE_2014_2016_panel\pooled_ascsON_q99_nosp","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\DE_2014_2016_panel\pooled_ascsON_q99_nosp","14","422537","04-02-26 16:02:26"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\female_ascsOFF_q99","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\female_ascsOFF_q99","21","246047","04-02-26 16:02:26"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\female_ascsOFF_q99\separate","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\female_ascsOFF_q99\separate","14","230989","04-02-26 16:02:26"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\female_ascsON_q99","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\female_ascsON_q99","14","312499","04-02-26 16:02:27"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\male_ascsOFF_q99","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\male_ascsOFF_q99","30","527594","04-02-26 16:02:27"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\male_ascsOFF_q99\separate_2015","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\male_ascsOFF_q99\separate_2015","14","221326","04-02-26 16:02:28"
"Z:\Hisham\EUROMOD-STORAGE","reports\mle_dcm\boxcox\pooled_ascsOFF_q99","Z:\Hisham\EUROMOD-STORAGE\reports\mle_dcm\boxcox\pooled_ascsOFF_q99","14","263988","04-02-26 16:02:28"
"Z:\Hisham\EUROMOD-STORAGE","RURO1","Z:\Hisham\EUROMOD-STORAGE\RURO1","750","6683547024","04-02-26 16:03:10"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\_bestwithses1","Z:\Hisham\EUROMOD-STORAGE\RURO1\_bestwithses1","17","904050","04-02-26 16:03:10"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\_bestwithses1\2016","Z:\Hisham\EUROMOD-STORAGE\RURO1\_bestwithses1\2016","17","904050","04-02-26 16:03:11"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\2016","Z:\Hisham\EUROMOD-STORAGE\RURO1\2016","9","33261239","04-02-26 16:02:28"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\2021","Z:\Hisham\EUROMOD-STORAGE\RURO1\2021","100","950048091","04-02-26 16:02:34"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\2021\outputs","Z:\Hisham\EUROMOD-STORAGE\RURO1\2021\outputs","85","1370927","04-02-26 16:02:34"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\2021\outputs\plots","Z:\Hisham\EUROMOD-STORAGE\RURO1\2021\outputs\plots","81","1366053","04-02-26 16:02:35"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\actua_1","Z:\Hisham\EUROMOD-STORAGE\RURO1\actua_1","22","998814","04-02-26 16:02:35"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\actua_1\2016","Z:\Hisham\EUROMOD-STORAGE\RURO1\actua_1\2016","22","998814","04-02-26 16:02:36"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\bad_results","Z:\Hisham\EUROMOD-STORAGE\RURO1\bad_results","3","16224","04-02-26 16:02:36"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\bad_results\results2","Z:\Hisham\EUROMOD-STORAGE\RURO1\bad_results\results2","3","16224","04-02-26 16:02:36"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\best_by_far","Z:\Hisham\EUROMOD-STORAGE\RURO1\best_by_far","16","891297","04-02-26 16:02:37"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1","120","3929339","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\2016","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\2016","22","900266","04-02-26 16:02:38"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\data_of","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\data_of","0","0","06-12-25 18:57:38"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\estimates","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\estimates","0","0","04-02-26 16:02:38"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\estimates\fr","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\estimates\fr","0","0","06-12-25 18:55:41"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\logs","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\logs","11","165258","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\post_estimation","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\post_estimation","18","499431","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\post_estimation\fr","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\post_estimation\fr","18","499431","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\post_estimation\fr\2016","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\post_estimation\fr\2016","18","499431","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\post_estimation\fr\2016\joint","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\post_estimation\fr\2016\joint","4","112172","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\post_estimation\fr\2016\joint_full","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\post_estimation\fr\2016\joint_full","4","124358","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\post_estimation\fr\2016\joint_test","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\post_estimation\fr\2016\joint_test","4","124357","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\post_estimation\fr\2016\single_females","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\post_estimation\fr\2016\single_females","2","39770","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\post_estimation\fr\2016\single_males","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\post_estimation\fr\2016\single_males","4","98774","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\prep","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\prep","54","1425884","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\prep\fr","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\prep\fr","54","1425884","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\prep\fr\2016","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\prep\fr\2016","54","1425884","04-02-26 16:02:39"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\enhanced_results1\prep\fr\2016\plots","Z:\Hisham\EUROMOD-STORAGE\RURO1\enhanced_results1\prep\fr\2016\plots","50","1423737","04-02-26 16:02:40"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\perpartion_2016","Z:\Hisham\EUROMOD-STORAGE\RURO1\perpartion_2016","65","1738467","04-02-26 16:02:40"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\perpartion_2016\2016","Z:\Hisham\EUROMOD-STORAGE\RURO1\perpartion_2016\2016","65","1738467","04-02-26 16:02:40"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\perpartion_2016\2016\plots","Z:\Hisham\EUROMOD-STORAGE\RURO1\perpartion_2016\2016\plots","61","1736320","04-02-26 16:02:40"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try1","Z:\Hisham\EUROMOD-STORAGE\RURO1\try1","101","943267717","04-02-26 16:02:43"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try1\outputs","Z:\Hisham\EUROMOD-STORAGE\RURO1\try1\outputs","86","1384751","04-02-26 16:02:43"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try1\outputs\plots","Z:\Hisham\EUROMOD-STORAGE\RURO1\try1\outputs\plots","82","1379877","04-02-26 16:02:44"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try2","Z:\Hisham\EUROMOD-STORAGE\RURO1\try2","98","794911791","04-02-26 16:02:44"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try2\2021","Z:\Hisham\EUROMOD-STORAGE\RURO1\try2\2021","98","794911791","04-02-26 16:02:46"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try2\2021\outputs","Z:\Hisham\EUROMOD-STORAGE\RURO1\try2\2021\outputs","85","1370927","04-02-26 16:02:46"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try2\2021\outputs\plots","Z:\Hisham\EUROMOD-STORAGE\RURO1\try2\2021\outputs\plots","81","1366053","04-02-26 16:02:47"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try3","Z:\Hisham\EUROMOD-STORAGE\RURO1\try3","101","3703701364","04-02-26 16:02:47"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try3\2021","Z:\Hisham\EUROMOD-STORAGE\RURO1\try3\2021","101","3703701364","04-02-26 16:03:07"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try3\2021\outputs","Z:\Hisham\EUROMOD-STORAGE\RURO1\try3\2021\outputs","85","1370927","04-02-26 16:03:07"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try3\2021\outputs\plots","Z:\Hisham\EUROMOD-STORAGE\RURO1\try3\2021\outputs\plots","81","1366053","04-02-26 16:03:08"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try4","Z:\Hisham\EUROMOD-STORAGE\RURO1\try4","98","249878631","04-02-26 16:03:08"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try4\2021","Z:\Hisham\EUROMOD-STORAGE\RURO1\try4\2021","98","249878631","04-02-26 16:03:09"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try4\2021\outputs","Z:\Hisham\EUROMOD-STORAGE\RURO1\try4\2021\outputs","85","1370927","04-02-26 16:03:09"
"Z:\Hisham\EUROMOD-STORAGE","RURO1\try4\2021\outputs\plots","Z:\Hisham\EUROMOD-STORAGE\RURO1\try4\2021\outputs\plots","81","1366053","04-02-26 16:03:10"
"Z:\Hisham\EUROMOD-STORAGE_1","interim\ruro","Z:\Hisham\EUROMOD-STORAGE_1\interim\ruro","3","554352851","19-01-26 18:21:19"
"Z:\Hisham\EUROMOD-STORAGE_1","interim\ruro\fr","Z:\Hisham\EUROMOD-STORAGE_1\interim\ruro\fr","3","554352851","19-01-26 18:21:23"
"Z:\Hisham\EUROMOD-STORAGE_1","interim\ruro\fr\scenarios_2016","Z:\Hisham\EUROMOD-STORAGE_1\interim\ruro\fr\scenarios_2016","2","487843115","19-01-26 18:21:23"
"Z:\Hisham\EUROMOD-STORAGE_1","interim\ruro\fr\scenarios_2016_reduced","Z:\Hisham\EUROMOD-STORAGE_1\interim\ruro\fr\scenarios_2016_reduced","1","66509736","19-01-26 18:21:23"
"Z:\Hisham\EUROMOD-STORAGE_1","old_Data_results\detailed_estimates","Z:\Hisham\EUROMOD-STORAGE_1\old_Data_results\detailed_estimates","134","9355427","19-01-26 18:21:28"
"Z:\Hisham\EUROMOD-STORAGE_1","old_Data_results\detailed_estimates\v2_backward_compat_test","Z:\Hisham\EUROMOD-STORAGE_1\old_Data_results\detailed_estimates\v2_backward_compat_test","8","549990","19-01-26 18:21:27"
"Z:\Hisham\EUROMOD-STORAGE_1","old_Data_results\detailed_estimates\v2_cleaned","Z:\Hisham\EUROMOD-STORAGE_1\old_Data_results\detailed_estimates\v2_cleaned","15","1035478","19-01-26 18:21:27"
"Z:\Hisham\EUROMOD-STORAGE_1","old_Data_results\detailed_estimates\v2_contours_test","Z:\Hisham\EUROMOD-STORAGE_1\old_Data_results\detailed_estimates\v2_contours_test","16","1280610","19-01-26 18:21:27"
"Z:\Hisham\EUROMOD-STORAGE_1","old_Data_results\detailed_estimates\v2_enhanced_test","Z:\Hisham\EUROMOD-STORAGE_1\old_Data_results\detailed_estimates\v2_enhanced_test","8","562210","19-01-26 18:21:27"
"Z:\Hisham\EUROMOD-STORAGE_1","old_Data_results\detailed_estimates\v2_final_contours","Z:\Hisham\EUROMOD-STORAGE_1\old_Data_results\detailed_estimates\v2_final_contours","15","1083335","19-01-26 18:21:27"
"Z:\Hisham\EUROMOD-STORAGE_1","old_Data_results\detailed_estimates\v2_final_test","Z:\Hisham\EUROMOD-STORAGE_1\old_Data_results\detailed_estimates\v2_final_test","8","539074","19-01-26 18:21:27"
"Z:\Hisham\EUROMOD-STORAGE_1","old_Data_results\detailed_estimates\v2_full_test","Z:\Hisham\EUROMOD-STORAGE_1\old_Data_results\detailed_estimates\v2_full_test","8","448559","19-01-26 18:21:27"
"Z:\Hisham\EUROMOD-STORAGE_1","old_Data_results\detailed_estimates\v2_test","Z:\Hisham\EUROMOD-STORAGE_1\old_Data_results\detailed_estimates\v2_test","2","20839","19-01-26 18:21:27"
"Z:\Hisham\EUROMOD-STORAGE_1","old_Data_results\detailed_estimates\v2_test_report","Z:\Hisham\EUROMOD-STORAGE_1\old_Data_results\detailed_estimates\v2_test_report","8","550000","19-01-26 18:21:28"
