,beta_l0_sm,beta_l_age_sm,theta_l_sm,beta_l0_sf,beta_l_age_sf,beta_l_nkids_sf,theta_l_sf,theta_c_singles,beta_E,beta_h_pt1,beta_h_pt2,beta_h_ft,beta_h_lh,beta_E_gsur,beta_E_drgn2,beta_E_drgn3,beta_E_drgn4,beta_E_drgn5,beta_E_drgn6,beta_E_drgn7,beta_E_drgn8,beta_E_drgur,beta_E_drgmd,beta_occ_2_m,beta_occ_3_m,beta_occ_4_m,beta_occ_2_f,beta_occ_3_f,beta_occ_4_f,beta_w0,beta_w_educL,beta_w_educH,beta_w_pexp,beta_w_pexp2,sigma
beta_occ_2_m,-0.099024309561804552,-0.34533438486548529,-0.064226227910123959,0,0,0,0,-7.6707592229316406,9.6414631715316759,1.4301987371556939,0.68818193770508862,0.87971644561843343,-3.6434161004266978,11.219605637850727,1.5938202067486771,0.40248318109639741,0.26583944253334962,1.2295578591904863,2.2048973940706991,0.85695115521316945,1.5098139411162181,6.9442386369625426,0.85964094637637056,58.801303489262772,-2.539939906276063,-25.690204169125444,0,0,0,-7.0725046423140068,7.6835297539945406,-13.948636917895389,-5.0289505643682775,-10.83016907538325,0.93352249101099627
beta_occ_3_m,0.21933202722405898,-0.068803603070081529,0.49977351488925897,0,0,0,0,-11.269448363000743,4.7444677734017402,-0.35026972650648691,0.56821309917197327,1.4758049627394161,-3.4077697569786127,6.0975036153816387,0.55825938059531788,0.65344228708247798,1.7936548934418857,0.14249317011615326,0.042115270642544424,0.85621050729010229,0.3517933734724138,3.1543201277239268,0.80766453920854564,-2.539939906276063,32.054244888675889,-13.199040394974915,0,0,0,-10.05422780575001,-0.061704086672905889,-11.655188141884329,-2.9303384597363276,-3.7710798222739053,6.487553942007124
beta_occ_4_m,-0.85953142938482485,0.024414344720418479,-6.9899288025484232,0,0,0,0,-43.933634249924467,27.251839241773748,2.1714440803795458,-1.3140930767342081,17.242366152037548,17.22564119303691,23.964664604463874,4.9765976213951744,0.74941561239953491,3.3807369732557357,2.7976618391772234,4.1506477993318267,3.9648074419838362,2.1159085889677458,14.359185837648717,5.8736099333239054,-25.690204169125444,-13.199040394974915,164.5088673436932,0,0,0,168.78756234358261,20.279179893228299,73.071305755483252,210.89026289435239,326.57823213204381,165.34789537209548
beta_occ_2_f,0,0,0,-0.89056355390150521,-0.0069909644804973976,-0.7656314283064356,-8.4027404106675903,-4.6813447371616856,17.617497486005025,5.1407835936420057,6.6991321976341958,-5.8462411474739664,3.9538892188764985,19.560421597407633,2.498348687785378,1.6407179757350796,1.7679372252281285,2.9117018154753307,1.3651507184427571,1.180857769609732,3.5703076031656038,9.6109247871776944,4.0471731683870127,0,0,0,124.38225749795555,-16.927706349571629,-64.200539024328165,-113.02161517875514,-12.685821228661698,-36.924103347619024,-130.3474439768583,-176.03824870339523,214.85857868234555
beta_occ_3_f,0,0,0,0.26800891252171299,0.13108536795460587,0.045221552722628774,-0.51745631658836533,-11.252211961428085,11.592451647211201,-1.7517632471233771,-0.205303063514922,8.4107518152031222,-9.6832100832704597,12.610644204124217,1.8418967844449408,1.9425386182605964,0.50198961902113903,2.070142123962508,0.78262621172262992,0.80056827961311261,1.9918357277663188,7.5684367772446155,2.0864024284675193,0,0,0,-16.927706349571629,91.595659509712675,-46.908705569804361,-27.022510410788744,11.484069727640035,-48.078308059301733,-6.7737600173836023,17.282708942678422,-154.85079796488986
beta_occ_4_f,0,0,0,-1.1430587856421608,-0.49202076673565326,-0.4465830512035544,-20.115372580467927,-12.408999032723266,32.334219881282571,-7.3265307989912776,-5.7768746292488897,26.21541843928453,19.369634901765114,28.564447472103264,2.8961093612492261,2.6671392519317401,3.2035428037838618,5.1984635543121849,3.6683099666847179,3.4004459748087261,5.8949045303797636,20.996648729841823,6.3023751993014328,0,0,0,-64.200539024328165,-46.908705569804361,203.35516465592539,211.03379767981559,26.451682250349098,90.903346625240431,249.55992261462089,356.47724743693391,-54.118512247965661
beta_w0,1.2746030427159329,-1.2032037238745594,-3.9453705620082999,8.2174949166245259,-2.4198723144702345,3.7328017036831951,57.909846879380964,-37.04520741257798,115.44768772733265,-21.76064182113867,-15.175271365229394,77.125411966473663,-47.273922561991021,140.11746800893653,23.257707162353142,1.7191272763125607,8.4368471750564602,15.572120421585167,11.747312248006212,15.918958555818085,12.284685087480852,73.014555862757064,18.213341054305666,-7.0725046423140068,-10.05422780575001,168.78756234358261,-113.02161517875514,-27.022510410788744,211.03379767981559,8369.641860264921,1261.4042118885711,3452.3197566459939,7995.7089194163082,10459.914609364427,1783.3337121223265
beta_w_educL,-0.41154175350929412,-0.58129262702911688,-5.4211394033159248,0.98386490162170237,0.976820295950798,0.83363594498338256,9.3170519841363326,1.6690717231121386,42.036649379606033,-0.34133954809911254,1.0042671738097582,4.0140051259074525,3.6951915293655127,73.426703200574153,9.8978186608645675,2.6984784635480081,-0.30365252478004912,5.0367864905896305,5.2315844472418522,1.267558763723228,11.186154382549564,30.414127300641351,4.3431929405314893,7.6835297539945406,-0.061704086672905889,20.279179893228299,-12.685821228661698,11.484069727640035,26.451682250349098,1261.4042118885711,1261.4042118885711,0,1343.2975533104523,1891.1928164122867,927.96820929964781
beta_w_educH,1.8472664931911629,-1.4962209380417548,-2.0576486880445906,1.1762317957367545,-2.2318139224424822,0.62751733891642836,16.527287566285018,16.84447314840736,13.0352615685847,-8.0672210608538375,1.7700645278644027,18.184231471701466,11.013105575922227,9.4055803603473223,-1.152778624285,-0.60964914328066888,2.1247408482793251,-1.6058689697397779,0.27134825875887891,2.7320343937061984,0.16399552448253407,5.587034307553183,0.016127284599415079,-13.948636917895389,-11.655188141884329,73.071305755483252,-36.924103347619024,-48.078308059301733,90.903346625240431,3452.3197566459939,0,3452.3197566459939,2931.4636598376887,3358.6772336955164,-75.890098690059887
beta_w_pexp,1.1783547602034607,1.1723534940944171,-3.0034478313474748,5.571387944228384,-0.64313475558747424,3.0338864156316694,30.111368905814839,-39.825053489654032,107.291573444234,-33.000956965777348,-22.046889490506121,67.317855581784002,-18.287988017659867,134.55667716652792,26.382155998263354,5.3549736808916277,0.8187311177329839,12.789942927484729,10.523186870379256,13.912871936046988,12.37929904746102,71.928548750670359,14.65436296871172,-5.0289505643682775,-2.9303384597363276,210.89026289435239,-130.3474439768583,-6.7737600173836023,249.55992261462089,7995.7089194163082,1343.2975533104523,2931.4636598376887,10459.914609364427,15599.970578325047,-772.59098039337198
