sheet,variable,label,description,monetary_variable,applicable_observations,weighted_number,weighted_mean,weighted_sd,min,max
assets,afc,ASSETS : Financial Capital,financial income,1,0,0,0,0,0,0
assets,amrtn,ASSETS : Main Residence : Tenure 1 Owned on mortgage 2 Owned outright 3 Rented 4 Reduced Rented 5 Social Rented 6 Free 7 Other,tenure status,0,7482,63155144.39457703,3,0,3,3
expenditure shares,xs01111,EXPENDITURE SHARE: Rice,01111 : 01 Food and nonalcoholic beverages - 1 Food - 1 Bread and cereals - 1 Rice,0,7482,63155144.39457703,0.0006930941117970076,0.0022120055883034623,0,0.03153754025697708
expenditure shares,xs01112,EXPENDITURE SHARE: Bread,01112 : 01 Food and nonalcoholic beverages - 1 Food - 1 Bread and cereals - 2 Bread,0,7482,63155144.39457703,0.0011063110513440727,0.0025335813195002874,0,0.030491210520267487
expenditure shares,xs01113,EXPENDITURE SHARE: Pasta products,01113 : 01 Food and nonalcoholic beverages - 1 Food - 1 Bread and cereals - 3 Pasta products,0,7482,63155144.39457703,0.001196451337178159,0.0028848682301101172,0,0.016326621174812317
expenditure shares,xs01114,EXPENDITURE SHARE: Pastry-cook products,01114 : 01 Food and nonalcoholic beverages - 1 Food - 1 Bread and cereals - 4 Pastry-cook products,0,7482,63155144.39457703,0.002437213541205795,0.004464026277604571,0,0.05080746114253998
expenditure shares,xs01115,EXPENDITURE SHARE: Sandwiches,01115 : 01 Food and nonalcoholic beverages - 1 Food - 1 Bread and cereals - 5 Sandwiches,0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01116,EXPENDITURE SHARE: Other products,01116 : 01 Food and nonalcoholic beverages - 1 Food - 1 Bread and cereals - 6 Other products,0,7482,63155144.39457703,0.008095076418014322,0.008065072221220783,0,0.06846460700035095
expenditure shares,xs01121,"EXPENDITURE SHARE: Fresh, chilled or frozen meat of bovine animals","01121 : 01 Food and nonalcoholic beverages - 1 Food - 2 Meat - 1 Fresh, chilled or frozen meat of bovine animals",0,7482,63155144.39457703,0.0031881813146680165,0.0074727940856487655,0,0.16647690534591675
expenditure shares,xs01122,"EXPENDITURE SHARE: Fresh, chilled or frozen meat of swine","01122 : 01 Food and nonalcoholic beverages - 1 Food - 2 Meat - 2 Fresh, chilled or frozen meat of swine",0,7482,63155144.39457703,0.001106199823015913,0.0031163084846464882,0,0.0620407871901989
expenditure shares,xs01123,"EXPENDITURE SHARE: Fresh, chilled or frozen meat of sheep and goat","01123 : 01 Food and nonalcoholic beverages - 1 Food - 2 Meat - 3 Fresh, chilled or frozen meat of sheep and goat",0,7482,63155144.39457703,0.0008038847538599963,0.006289782479948055,0,0.19233785569667816
expenditure shares,xs01124,"EXPENDITURE SHARE: Fresh, chilled or frozen meat of poultry","01124 : 01 Food and nonalcoholic beverages - 1 Food - 2 Meat - 4 Fresh, chilled or frozen meat of poultry",0,7482,63155144.39457703,0.002754133091159387,0.006055267135806604,0,0.05197644606232643
expenditure shares,xs01125,"EXPENDITURE SHARE: Dried, salted or smoked meat and edible meat offal","01125 : 01 Food and nonalcoholic beverages - 1 Food - 2 Meat - 5 Dried, salted or smoked meat and edible meat offal",0,7482,63155144.39457703,0.001680905415272838,0.003914995937208226,0,0.05231264978647232
expenditure shares,xs01126,EXPENDITURE SHARE: Other preserved or processed meat and meat preparations,01126 : 01 Food and nonalcoholic beverages - 1 Food - 2 Meat - 6 Other preserved or processed meat and meat preparations,0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01127,"EXPENDITURE SHARE: Other fresh, chilled or frozen edible meat","01127 : 01 Food and nonalcoholic beverages - 1 Food - 2 Meat - 7 Other fresh, chilled or frozen edible meat",0,7482,63155144.39457703,0.0058932483024748995,0.006907535637101505,0,0.05275573581457138
expenditure shares,xs01131,"EXPENDITURE SHARE: Fresh, chilled or frozen fish","01131 : 01 Food and nonalcoholic beverages - 1 Food - 3 Fish - 1 Fresh, chilled or frozen fish",0,7482,63155144.39457703,0.003887533730752336,0.008572485109175269,0,0.09095810353755951
expenditure shares,xs01132,"EXPENDITURE SHARE: Fresh, chilled or frozen seafood","01132 : 01 Food and nonalcoholic beverages - 1 Food - 3 Fish - 2 Fresh, chilled or frozen seafood",0,7482,63155144.39457703,0.0016790571813763884,0.0039936669564377145,0,0.07163809984922409
expenditure shares,xs01133,"EXPENDITURE SHARE: Dried, smoked or salted fish and seafood","01133 : 01 Food and nonalcoholic beverages - 1 Food - 3 Fish - 3 Dried, smoked or salted fish and seafood",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01134,EXPENDITURE SHARE: Other preserved or processed fish and seafood and fish and seafood preparations,01134 : 01 Food and nonalcoholic beverages - 1 Food - 3 Fish - 4 Other preserved or processed fish and seafood and fish and seafood preparations,0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01141,EXPENDITURE SHARE: Whole milk,"01141 : 01 Food and nonalcoholic beverages - 1 Food - 4 Milk, cheese and eggs - 1 Whole milk",0,7482,63155144.39457703,6.280552499034427e-05,0.00041665628214232925,0,0.006913087330758572
expenditure shares,xs01142,EXPENDITURE SHARE: Low fat milk,"01142 : 01 Food and nonalcoholic beverages - 1 Food - 4 Milk, cheese and eggs - 2 Low fat milk",0,7482,63155144.39457703,0.0010096282424757119,0.002237669251999849,0,0.02945040352642536
expenditure shares,xs01143,EXPENDITURE SHARE: Preserved milk,"01143 : 01 Food and nonalcoholic beverages - 1 Food - 4 Milk, cheese and eggs - 3 Preserved milk",0,7482,63155144.39457703,8.806877184546052e-05,0.0007440691099068662,0,0.017730306833982468
expenditure shares,xs01144,EXPENDITURE SHARE: Yoghurt,"01144 : 01 Food and nonalcoholic beverages - 1 Food - 4 Milk, cheese and eggs - 4 Yoghurt",0,7482,63155144.39457703,0.001994083003747106,0.002877598467079584,0,0.03393234685063362
expenditure shares,xs01145,EXPENDITURE SHARE: Cheese and curd,"01145 : 01 Food and nonalcoholic beverages - 1 Food - 4 Milk, cheese and eggs - 5 Cheese and curd",0,7482,63155144.39457703,0.005505179378613339,0.006601113398154333,0,0.04936937615275383
expenditure shares,xs01146,EXPENDITURE SHARE: Other milk products,"01146 : 01 Food and nonalcoholic beverages - 1 Food - 4 Milk, cheese and eggs - 6 Other milk products",0,7482,63155144.39457703,0.0012563899116317756,0.0021754307380787517,0,0.01570739597082138
expenditure shares,xs01147,EXPENDITURE SHARE: Eggs,"01147 : 01 Food and nonalcoholic beverages - 1 Food - 4 Milk, cheese and eggs - 7 Eggs",0,7482,63155144.39457703,0.000973415684289489,0.0017925331921918343,0,0.01344734150916338
expenditure shares,xs01151,EXPENDITURE SHARE: Butter,01151 : 01 Food and nonalcoholic beverages - 1 Food - 5 Oils and fats - 1 Butter,0,7482,63155144.39457703,0.0007637473350111479,0.0014563994208486252,0,0.012309953570365906
expenditure shares,xs01152,EXPENDITURE SHARE: Margarine and other vegetable fats,01152 : 01 Food and nonalcoholic beverages - 1 Food - 5 Oils and fats - 2 Margarine and other vegetable fats,0,7482,63155144.39457703,0.00011360119223586347,0.0006951137765526764,0,0.010050779208540916
expenditure shares,xs01153,EXPENDITURE SHARE: Olive oil,01153 : 01 Food and nonalcoholic beverages - 1 Food - 5 Oils and fats - 3 Olive oil,0,7482,63155144.39457703,0.0003663768389338931,0.0015735119062124713,0,0.014399521984159946
expenditure shares,xs01154,EXPENDITURE SHARE: Edible oils,01154 : 01 Food and nonalcoholic beverages - 1 Food - 5 Oils and fats - 4 Edible oils,0,7482,63155144.39457703,0.0003250012813149479,0.0012227524115568822,0,0.012533794157207012
expenditure shares,xs01155,EXPENDITURE SHARE: Other edible animal fats,01155 : 01 Food and nonalcoholic beverages - 1 Food - 5 Oils and fats - 5 Other edible animal fats,0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01161,"EXPENDITURE SHARE: Citrus fruits (fresh, chilled or frozen)","01161 : 01 Food and nonalcoholic beverages - 1 Food - 6 Fruit - 1 Citrus fruits (fresh, chilled or frozen)",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01162,"EXPENDITURE SHARE: Bananas (fresh, chilled or frozen)","01162 : 01 Food and nonalcoholic beverages - 1 Food - 6 Fruit - 2 Bananas (fresh, chilled or frozen)",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01163,"EXPENDITURE SHARE: Apples (fresh, chilled or frozen)","01163 : 01 Food and nonalcoholic beverages - 1 Food - 6 Fruit - 3 Apples (fresh, chilled or frozen)",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01164,"EXPENDITURE SHARE: Pears (fresh, chilled or frozen)","01164 : 01 Food and nonalcoholic beverages - 1 Food - 6 Fruit - 4 Pears (fresh, chilled or frozen)",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01165,"EXPENDITURE SHARE: Stone fruits (fresh, chilled or frozen)","01165 : 01 Food and nonalcoholic beverages - 1 Food - 6 Fruit - 5 Stone fruits (fresh, chilled or frozen)",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01166,"EXPENDITURE SHARE: Berries (fresh, chilled or frozen)","01166 : 01 Food and nonalcoholic beverages - 1 Food - 6 Fruit - 6 Berries (fresh, chilled or frozen)",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01167,"EXPENDITURE SHARE: Other fresh, chilled or frozen fruits","01167 : 01 Food and nonalcoholic beverages - 1 Food - 6 Fruit - 7 Other fresh, chilled or frozen fruits",0,7482,63155144.39457703,0.0015380222212387296,0.0024200662792236353,0,0.02037741430103779
expenditure shares,xs01168,EXPENDITURE SHARE: Dried fruit,01168 : 01 Food and nonalcoholic beverages - 1 Food - 6 Fruit - 8 Dried fruit,0,7482,63155144.39457703,0.0008464990300657796,0.0021295474489223996,0,0.031899213790893555
expenditure shares,xs01169,EXPENDITURE SHARE: Preserved fruit and fruit based products,01169 : 01 Food and nonalcoholic beverages - 1 Food - 6 Fruit - 9 Preserved fruit and fruit based products,0,7482,63155144.39457703,0.0003865550055380433,0.0009439496148734522,0,0.006018348038196564
expenditure shares,xs01171,"EXPENDITURE SHARE: Leaf and stem vegetables (fresh, chilled or frozen)","01171 : 01 Food and nonalcoholic beverages - 1 Food - 7 Vegetables - 1 Leaf and stem vegetables (fresh, chilled or frozen)",0,7482,63155144.39457703,0.0019815252308619073,0.004786910819730827,0,0.04147116094827652
expenditure shares,xs01172,"EXPENDITURE SHARE: Cabbages (fresh, chilled or frozen)","01172 : 01 Food and nonalcoholic beverages - 1 Food - 7 Vegetables - 2 Cabbages (fresh, chilled or frozen)",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01173,"EXPENDITURE SHARE: Vegetables cultivated for their fruit (fresh, chilled or frozen)","01173 : 01 Food and nonalcoholic beverages - 1 Food - 7 Vegetables - 3 Vegetables cultivated for their fruit (fresh, chilled or frozen)",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01174,"EXPENDITURE SHARE: Root crops, non-starchy bulbs and mushrooms (fresh, chilled or frozen)","01174 : 01 Food and nonalcoholic beverages - 1 Food - 7 Vegetables - 4 Root crops, non-starchy bulbs and mushrooms (fresh, chilled or frozen)",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01175,EXPENDITURE SHARE: Dried vegetables,01175 : 01 Food and nonalcoholic beverages - 1 Food - 7 Vegetables - 5 Dried vegetables,0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs01176,EXPENDITURE SHARE: Other preserved or processed vegetables,01176 : 01 Food and nonalcoholic beverages - 1 Food - 7 Vegetables - 6 Other preserved or processed vegetables,0,7482,63155144.39457703,0.0019661318210324086,0.0033850652233881695,0,0.03846002370119095
expenditure shares,xs01177,EXPENDITURE SHARE: Potatoes,01177 : 01 Food and nonalcoholic beverages - 1 Food - 7 Vegetables - 7 Potatoes,0,7482,63155144.39457703,0.0015389932171287416,0.0034031571517948106,0,0.03418166562914848
expenditure shares,xs01178,EXPENDITURE SHARE: Other tubers and products of tuber vegetables,01178 : 01 Food and nonalcoholic beverages - 1 Food - 7 Vegetables - 8 Other tubers and products of tuber vegetables,0,7482,63155144.39457703,0.0019031877662628617,0.0029118863419506026,0,0.028484534472227097
expenditure shares,xs01181,EXPENDITURE SHARE: Sugar,"01181 : 01 Food and nonalcoholic beverages - 1 Food - 8 Sugar, jam, honey, chocolate and confectionery - 1 Sugar",0,7482,63155144.39457703,0.000254261587633568,0.0009661380847373964,0,0.011285695247352123
expenditure shares,xs01182,"EXPENDITURE SHARE: Jams, marmalades","01182 : 01 Food and nonalcoholic beverages - 1 Food - 8 Sugar, jam, honey, chocolate and confectionery - 2 Jams, marmalades",0,7482,63155144.39457703,0.0012518747096475539,0.0030386714671277433,0,0.025911107659339905
expenditure shares,xs01183,EXPENDITURE SHARE: Chocolate,"01183 : 01 Food and nonalcoholic beverages - 1 Food - 8 Sugar, jam, honey, chocolate and confectionery - 3 Chocolate",0,7482,63155144.39457703,0.0016292972254159147,0.003458610189136002,0,0.03111330419778824
expenditure shares,xs01184,EXPENDITURE SHARE: Confectionery products,"01184 : 01 Food and nonalcoholic beverages - 1 Food - 8 Sugar, jam, honey, chocolate and confectionery - 4 Confectionery products",0,7482,63155144.39457703,0.000538028020346241,0.0015484749340511125,0,0.01727910153567791
expenditure shares,xs01185,EXPENDITURE SHARE: Edible ices and ice cream,"01185 : 01 Food and nonalcoholic beverages - 1 Food - 8 Sugar, jam, honey, chocolate and confectionery - 5 Edible ices and ice cream",0,7482,63155144.39457703,0.0005485921807872752,0.001955301667073332,0,0.03519332408905029
expenditure shares,xs01186,EXPENDITURE SHARE: Other sugar products,"01186 : 01 Food and nonalcoholic beverages - 1 Food - 8 Sugar, jam, honey, chocolate and confectionery - 6 Other sugar products",0,7482,63155144.39457703,0.0002470149480637613,0.0010691702068461552,0,0.015822693705558777
expenditure shares,xs01191,"EXPENDITURE SHARE: Sauces, condiments","01191 : 01 Food and nonalcoholic beverages - 1 Food - 9 Food products n.e.c. - 1 Sauces, condiments",0,7482,63155144.39457703,0.000867399984060782,0.001662502724374608,0,0.016163384541869164
expenditure shares,xs01192,"EXPENDITURE SHARE: Salt, spices and culinary herbs","01192 : 01 Food and nonalcoholic beverages - 1 Food - 9 Food products n.e.c. - 2 Salt, spices and culinary herbs",0,7482,63155144.39457703,0.0003520085164793093,0.0020176548961825416,0,0.03359556198120117
expenditure shares,xs01193,"EXPENDITURE SHARE: Baby food, dietary preparations, baker's yeast and other food preparations","01193 : 01 Food and nonalcoholic beverages - 1 Food - 9 Food products n.e.c. - 3 Baby food, dietary preparations, baker's yeast and other food preparations",0,7482,63155144.39457703,0.0012007202900223553,0.004323708147638328,0,0.09930012375116348
expenditure shares,xs01194,EXPENDITURE SHARE: Other food products n.e.c.,01194 : 01 Food and nonalcoholic beverages - 1 Food - 9 Food products n.e.c. - 4 Other food products n.e.c.,0,7482,63155144.39457703,0.00029242556729543526,0.0029879053568032557,0,0.05090118572115898
expenditure shares,xs01211,EXPENDITURE SHARE: Coffee,"01211 : 01 Food and nonalcoholic beverages - 2 Non alcoholic beverages - 1 Coffee, tea and cocoa - 1 Coffee",0,7482,63155144.39457703,0.001352453759552162,0.005518966501265089,0,0.10458969324827194
expenditure shares,xs01212,EXPENDITURE SHARE: Tea,"01212 : 01 Food and nonalcoholic beverages - 2 Non alcoholic beverages - 1 Coffee, tea and cocoa - 2 Tea",0,7482,63155144.39457703,0.00039925489964490294,0.0021052804194288534,0,0.020477915182709694
expenditure shares,xs01213,EXPENDITURE SHARE: Cocoa and powdered chocolate,"01213 : 01 Food and nonalcoholic beverages - 2 Non alcoholic beverages - 1 Coffee, tea and cocoa - 3 Cocoa and powdered chocolate",0,7482,63155144.39457703,8.553614662944414e-05,0.000567041403466978,0,0.006340553518384695
expenditure shares,xs01221,EXPENDITURE SHARE: Mineral or spring waters,"01221 : 01 Food and nonalcoholic beverages - 2 Non alcoholic beverages - 2 Mineral waters, soft drinks, fruit and vegetable juices - 1 Mineral or spring waters",0,7482,63155144.39457703,0.001100224837968746,0.0022606046602317333,0,0.02659335918724537
expenditure shares,xs01222,EXPENDITURE SHARE: Soft drinks,"01222 : 01 Food and nonalcoholic beverages - 2 Non alcoholic beverages - 2 Mineral waters, soft drinks, fruit and vegetable juices - 2 Soft drinks",0,7482,63155144.39457703,0.0006430402604077657,0.001878493070200673,0,0.019220029935240746
expenditure shares,xs01223,EXPENDITURE SHARE: Fruit juices,"01223 : 01 Food and nonalcoholic beverages - 2 Non alcoholic beverages - 2 Mineral waters, soft drinks, fruit and vegetable juices - 3 Fruit juices",0,7482,63155144.39457703,0.0020819923928544672,0.0034587753666798743,0,0.034687042236328125
expenditure shares,xs01224,EXPENDITURE SHARE: Vegetable juices,"01224 : 01 Food and nonalcoholic beverages - 2 Non alcoholic beverages - 2 Mineral waters, soft drinks, fruit and vegetable juices - 4 Vegetable juices",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs02111,EXPENDITURE SHARE: Spirits and liqueurs,"02111 : 02 Alcoholic beverages, tobacco and narcotics - 1 Alcoholic - 1 Spirits - 1 Spirits and liqueurs",0,7482,63155144.39457703,0.0019039943767065822,0.007261009254774071,0,0.08726038038730621
expenditure shares,xs02121,EXPENDITURE SHARE: Wine from grapes or other fruit,"02121 : 02 Alcoholic beverages, tobacco and narcotics - 1 Alcoholic - 2 Wine - 1 Wine from grapes or other fruit",0,7482,63155144.39457703,0.0041221451853969285,0.012267584644466676,0,0.2530468702316284
expenditure shares,xs02122,EXPENDITURE SHARE: Other,"02122 : 02 Alcoholic beverages, tobacco and narcotics - 1 Alcoholic - 2 Wine - 2 Other",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs02131,EXPENDITURE SHARE: Beer,"02131 : 02 Alcoholic beverages, tobacco and narcotics - 1 Alcoholic - 3 Beer - 1 Beer",0,7482,63155144.39457703,0.0012216979098559821,0.0045440565101987586,0,0.04676131159067154
expenditure shares,xs02211,EXPENDITURE SHARE: Cigarettes,"02211 : 02 Alcoholic beverages, tobacco and narcotics - 2 Tobacco - 1 Tobacco - 1 Cigarettes",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs02212,EXPENDITURE SHARE: Cigars,"02212 : 02 Alcoholic beverages, tobacco and narcotics - 2 Tobacco - 1 Tobacco - 2 Cigars",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs02213,EXPENDITURE SHARE: Other tobacco,"02213 : 02 Alcoholic beverages, tobacco and narcotics - 2 Tobacco - 1 Tobacco - 3 Other tobacco",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs03111,EXPENDITURE SHARE: Clothing materials,03111 : 03 Clothing and footwear - 1 Clothing - 1 Clothing materials - 1 Clothing materials,0,7482,63155144.39457703,5.5445961529515556e-05,0.0010212017460083042,0,0.02156107686460018
expenditure shares,xs03121,EXPENDITURE SHARE: Garments for men,03121 : 03 Clothing and footwear - 1 Clothing - 2 Garments - 1 Garments for men,0,7482,63155144.39457703,0.0071857139765602275,0.01259715642496254,0,0.175679013133049
expenditure shares,xs03122,EXPENDITURE SHARE: Garments for women,03122 : 03 Clothing and footwear - 1 Clothing - 2 Garments - 2 Garments for women,0,7482,63155144.39457703,0.009325621231433231,0.015291419908650464,0,0.13187626004219055
expenditure shares,xs03123,EXPENDITURE SHARE: Garments for children (3 to 13 years) and infants (0 to 2 years),03123 : 03 Clothing and footwear - 1 Clothing - 2 Garments - 3 Garments for children (3 to 13 years) and infants (0 to 2 years),0,7482,63155144.39457703,0.0024579042448751994,0.005707978907409845,0,0.0482855923473835
expenditure shares,xs03131,EXPENDITURE SHARE: Other articles of clothing and clothing accessories,03131 : 03 Clothing and footwear - 1 Clothing - 3 Other articles of clothing and clothing accessories - 1 Other articles of clothing and clothing accessories,0,7482,63155144.39457703,0.0013150037762173013,0.01003069668008223,0,0.13376078009605408
expenditure shares,xs03141,"EXPENDITURE SHARE: Cleaning, repair and hire of clothing","03141 : 03 Clothing and footwear - 1 Clothing - 4 Cleaning, repair and hire of clothing - 1 Cleaning, repair and hire of clothing",0,7482,63155144.39457703,0.00011879538999287398,0.0010022539722252274,0,0.015030481852591038
expenditure shares,xs03211,EXPENDITURE SHARE: Footwear for men,03211 : 03 Clothing and footwear - 2 Footwear - 1 Shoes and other footwear - 1 Footwear for men,0,7482,63155144.39457703,0.001452956144605164,0.004075109154352961,0,0.03626594319939613
expenditure shares,xs03212,EXPENDITURE SHARE: Footwear for women,03212 : 03 Clothing and footwear - 2 Footwear - 1 Shoes and other footwear - 2 Footwear for women,0,7482,63155144.39457703,0.003568775072674183,0.008277749751947483,0,0.06701674312353134
expenditure shares,xs03213,EXPENDITURE SHARE: Footwear for children (3 to 13 years) and infants (0 to 2 years),03213 : 03 Clothing and footwear - 2 Footwear - 1 Shoes and other footwear - 3 Footwear for children (3 to 13 years) and infants (0 to 2 years),0,7482,63155144.39457703,0.000809654644095838,0.002391120501621801,0,0.020958712324500084
expenditure shares,xs03221,EXPENDITURE SHARE: Repair and hire of footwear,03221 : 03 Clothing and footwear - 2 Footwear - 2 Repair and hire of footwear - 1 Repair and hire of footwear,0,7482,63155144.39457703,1.3019959589522045e-05,0.00036595488867611055,0,0.018667375668883324
expenditure shares,xs04111,EXPENDITURE SHARE: Actual rentals paid by tenants,"04111 : 04 Housing, water, electricity, gas and other fuels - 1 Actual rentals for housing - 1 Actual rentals paid by tenants - 1 Actual rentals paid by tenants",0,7482,63155144.39457703,0.03910089795684448,0.08111814792013523,0,0.4642675817012787
expenditure shares,xs04121,EXPENDITURE SHARE: Other actual rentals,"04121 : 04 Housing, water, electricity, gas and other fuels - 1 Actual rentals for housing - 2 Other actual rentals - 1 Other actual rentals",0,7482,63155144.39457703,0.00034509184406235046,0.004278351384376456,0,0.07495006173849106
expenditure shares,xs04311,EXPENDITURE SHARE: Materials for the maintenance and repair of the dwelling,"04311 : 04 Housing, water, electricity, gas and other fuels - 3 Maintenance and repair of the dwelling - 1 Materials for the maintenance and repair of the dwelling - 1 Materials for the maintenance and repair of the dwelling",0,7482,63155144.39457703,0.004050422155620991,0.029235082821646708,0,0.4345282018184662
expenditure shares,xs04321,EXPENDITURE SHARE: Services for the maintenance and repair of the dwelling,"04321 : 04 Housing, water, electricity, gas and other fuels - 3 Maintenance and repair of the dwelling - 2 Services for the maintenance and repair of the dwelling - 1 Services for the maintenance and repair of the dwelling",0,7482,63155144.39457703,0.0018821821002958684,0.014393691280550677,0,0.3130098581314087
expenditure shares,xs04411,EXPENDITURE SHARE: Water supply,"04411 : 04 Housing, water, electricity, gas and other fuels - 4 Water supply and miscellaneous services relating to the dwelling - 1 Water supply - 1 Water supply",0,7482,63155144.39457703,0.005326674225095333,0.006547782425034397,0,0.10400886833667755
expenditure shares,xs04421,EXPENDITURE SHARE: Refuse collection,"04421 : 04 Housing, water, electricity, gas and other fuels - 4 Water supply and miscellaneous services relating to the dwelling - 2 Refuse collection - 1 Refuse collection",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs04431,EXPENDITURE SHARE: Sewerage collection,"04431 : 04 Housing, water, electricity, gas and other fuels - 4 Water supply and miscellaneous services relating to the dwelling - 3 Sewerage collection - 1 Sewerage collection",0,7482,63155144.39457703,0,0,0,0
expenditure shares,xs04441,EXPENDITURE SHARE: Other services relating to the dwelling n.e.c.,"04441 : 04 Housing, water, electricity, gas and other fuels - 4 Water supply and miscellaneous services relating to the dwelling - 4 Other services relating to the dwelling n.e.c. - 1 Other services relating to the dwelling n.e.c.",0,7482,63155144.39457703,0.013055981837429594,0.03971094949027949,0,0.3671490550041199
expenditure shares,xs04511,EXPENDITURE SHARE: Electricity,"04511 : 04 Housing, water, electricity, gas and other fuels - 5 Electricity, gas and other fuels - 1 Electricity - 1 Electricity",0,7482,63155144.39457703,0.01613615853288951,0.014200159212837335,0,0.15873198211193085
expenditure shares,xs04521,EXPENDITURE SHARE: Town gas and natural gas,"04521 : 04 Housing, water, electricity, gas and other fuels - 5 Electricity, gas and other fuels - 2 Gas - 1 Town gas and natural gas",0,7482,63155144.39457703,0.0034781311201384627,0.007946507760527102,0,0.04580312222242355
expenditure shares,xs04522,"EXPENDITURE SHARE: Liquefied hydrocarbons (butane, propane, etc.).","04522 : 04 Housing, water, electricity, gas and other fuels - 5 Electricity, gas and other fuels - 2 Gas - 2 Liquefied hydrocarbons (butane, propane, etc.).",0,7482,63155144.39457703,0.0004115155544740251,0.0009178080930007183,0,0.009005521424114704
expenditure shares,xs04531,EXPENDITURE SHARE: Liquid fuels,"04531 : 04 Housing, water, electricity, gas and other fuels - 5 Electricity, gas and other fuels - 3 Liquid fuels - 1 Liquid fuels",0,7482,63155144.39457703,0.0016401705081206298,0.006979673498003282,0,0.04776184633374214
expenditure shares,xs04541,EXPENDITURE SHARE: Solid fuels,"04541 : 04 Housing, water, electricity, gas and other fuels - 5 Electricity, gas and other fuels - 4 Solid fuels - 1 Solid fuels",0,7482,63155144.39457703,0.000615815447381439,0.002329743100206839,0,0.018977418541908264
expenditure shares,xs04551,"EXPENDITURE SHARE: Hot water, steam and ice","04551 : 04 Housing, water, electricity, gas and other fuels - 5 Electricity, gas and other fuels - 5 Heat energy - 1 Hot water, steam and ice",0,7482,63155144.39457703,1.11703184586995e-05,0.0002247245722208174,0,0.006267544813454151
expenditure shares,xs05111,EXPENDITURE SHARE: Furniture and furnishings,"05111 : 05 Furnishings, household equipment and routine maintenance of the house - 1 Furniture and furnishings, carpets and other floor coverings - 1 Furniture and furnishings - 1 Furniture and furnishings",0,7482,63155144.39457703,0.008157622809836534,0.01896166793966255,0,0.31879571080207825
expenditure shares,xs05121,EXPENDITURE SHARE: Carpets and other floor coverings,"05121 : 05 Furnishings, household equipment and routine maintenance of the house - 1 Furniture and furnishings, carpets and other floor coverings - 2 Carpets and other floor coverings - 1 Carpets and other floor coverings",0,7482,63155144.39457703,8.377319846239238e-05,0.0008186078710539968,0,0.03931400552392006
expenditure shares,xs05131,"EXPENDITURE SHARE: Repair of furniture, furnishings and floor coverings","05131 : 05 Furnishings, household equipment and routine maintenance of the house - 1 Furniture and furnishings, carpets and other floor coverings - 3 Repair of furniture, furnishings and floor coverings - 1 Repair of furniture, furnishings and floor coverings",0,7482,63155144.39457703,0.00021537914569132063,0.0035782821659645432,0,0.05966451019048691
expenditure shares,xs05211,EXPENDITURE SHARE: Household textiles,"05211 : 05 Furnishings, household equipment and routine maintenance of the house - 2 Household textiles - 1 Household textiles - 1 Household textiles",0,7482,63155144.39457703,0.0026215669351723507,0.020459398755247635,0,0.33982813358306885
expenditure shares,xs05311,"EXPENDITURE SHARE: Refrigerators, freezers and fridge freezers","05311 : 05 Furnishings, household equipment and routine maintenance of the house - 3 Household appliances - 1 Major household appliances whether or not electrical - 1 Refrigerators, freezers and fridge freezers",0,7482,63155144.39457703,0.0022836507954866643,0.010016271743144031,0,0.07593125849962234
expenditure shares,xs05312,"EXPENDITURE SHARE: Clothes washing machines, clothes drying machines and dish washing machines","05312 : 05 Furnishings, household equipment and routine maintenance of the house - 3 Household appliances - 1 Major household appliances whether or not electrical - 2 Clothes washing machines, clothes drying machines and dish washing machines",0,7482,63155144.39457703,0.0011345923429591424,0.0030994194596661888,0,0.02667749486863613
expenditure shares,xs05313,EXPENDITURE SHARE: Cookers,"05313 : 05 Furnishings, household equipment and routine maintenance of the house - 3 Household appliances - 1 Major household appliances whether or not electrical - 3 Cookers",0,7482,63155144.39457703,0.0005115759403970523,0.0020645097064904963,0,0.028045805171132088
expenditure shares,xs05314,"EXPENDITURE SHARE: Heaters, air conditioners","05314 : 05 Furnishings, household equipment and routine maintenance of the house - 3 Household appliances - 1 Major household appliances whether or not electrical - 4 Heaters, air conditioners",0,7482,63155144.39457703,0.00032747156995453953,0.0019212707860759366,0,0.032590825110673904
