year,region_code,region_name,gsur,education,sex,age_group,sheet
2011,FRL0,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2012,FRL0,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2013,FRL0,Provence-Alpes-Côte d’Azur,6.1,ED5-8,F,Y45-54,Sheet 119
2014,FRL0,Provence-Alpes-Côte d’Azur,4.3,ED5-8,F,Y45-54,Sheet 119
2015,FRL0,Provence-Alpes-Côte d’Azur,6.8,ED5-8,F,Y45-54,Sheet 119
2016,FRL0,Provence-Alpes-Côte d’Azur,4.3,ED5-8,F,Y45-54,Sheet 119
2017,FRL0,Provence-Alpes-Côte d’Azur,7.1,ED5-8,F,Y45-54,Sheet 119
2018,FRL0,Provence-Alpes-Côte d’Azur,4.6,ED5-8,F,Y45-54,Sheet 119
2019,FRL0,Provence-Alpes-Côte d’Azur,3.5,ED5-8,F,Y45-54,Sheet 119
2020,FRL0,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2021,FRL0,Provence-Alpes-Côte d’Azur,4.0,ED5-8,F,Y45-54,Sheet 119
2022,FRL0,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2023,FRL0,Provence-Alpes-Côte d’Azur,4.0,ED5-8,F,Y45-54,Sheet 119
2024,FRL0,Provence-Alpes-Côte d’Azur,4.8,ED5-8,F,Y45-54,Sheet 119
2007,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2008,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2009,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2010,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2011,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2012,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2013,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2014,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2015,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2016,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2017,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2018,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2019,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2020,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2021,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2022,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2023,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2024,FRM,Corse,,ED5-8,F,Y45-54,Sheet 119
2007,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2008,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2009,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2010,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2011,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2012,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2013,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2014,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2015,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2016,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2017,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2018,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2019,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2020,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2021,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2022,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2023,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2024,FRM0,Corse,,ED5-8,F,Y45-54,Sheet 119
2007,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2008,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2009,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2010,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2011,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2012,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2013,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2014,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2015,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2016,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2017,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2018,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2019,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2020,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2021,FRY,RUP FR — Régions Ultrapériphériques Françaises,7.2,ED5-8,F,Y45-54,Sheet 119
2022,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2023,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2024,FRY,RUP FR — Régions Ultrapériphériques Françaises,,ED5-8,F,Y45-54,Sheet 119
2007,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2008,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2009,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2010,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2011,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2012,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2013,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2014,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2015,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2016,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2017,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2018,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2019,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2020,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2021,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2022,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2023,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2024,FRY1,Guadeloupe,,ED5-8,F,Y45-54,Sheet 119
2007,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2008,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2009,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2010,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2011,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2012,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2013,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2014,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2015,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2016,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2017,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2018,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2019,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2020,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2021,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2022,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2023,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2024,FRY2,Martinique,,ED5-8,F,Y45-54,Sheet 119
2007,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2008,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2009,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2010,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2011,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2012,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2013,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2014,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2015,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2016,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2017,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2018,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2019,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2020,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2021,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2022,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2023,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2024,FRY3,Guyane,,ED5-8,F,Y45-54,Sheet 119
2007,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2008,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2009,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2010,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2011,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2012,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2013,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2014,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2015,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2016,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2017,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2018,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2019,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2020,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2021,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2022,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2023,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2024,FRY4,La Réunion,,ED5-8,F,Y45-54,Sheet 119
2007,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2008,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2009,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2010,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2011,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2012,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2013,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2014,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2015,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2016,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2017,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2018,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2019,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2020,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2021,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2022,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2023,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2024,FRY5,Mayotte,,ED5-8,F,Y45-54,Sheet 119
2007,FR,France,3.7,ED5-8,F,Y55-64,Sheet 120
2008,FR,France,,ED5-8,F,Y55-64,Sheet 120
2009,FR,France,3.3,ED5-8,F,Y55-64,Sheet 120
2010,FR,France,4.0,ED5-8,F,Y55-64,Sheet 120
2011,FR,France,3.6,ED5-8,F,Y55-64,Sheet 120
2012,FR,France,3.3,ED5-8,F,Y55-64,Sheet 120
2013,FR,France,4.0,ED5-8,F,Y55-64,Sheet 120
2014,FR,France,4.6,ED5-8,F,Y55-64,Sheet 120
2015,FR,France,4.0,ED5-8,F,Y55-64,Sheet 120
2016,FR,France,4.4,ED5-8,F,Y55-64,Sheet 120
2017,FR,France,4.2,ED5-8,F,Y55-64,Sheet 120
2018,FR,France,4.6,ED5-8,F,Y55-64,Sheet 120
2019,FR,France,4.1,ED5-8,F,Y55-64,Sheet 120
2020,FR,France,4.1,ED5-8,F,Y55-64,Sheet 120
2021,FR,France,4.2,ED5-8,F,Y55-64,Sheet 120
2022,FR,France,4.6,ED5-8,F,Y55-64,Sheet 120
2023,FR,France,4.1,ED5-8,F,Y55-64,Sheet 120
2024,FR,France,4.1,ED5-8,F,Y55-64,Sheet 120
2007,FR1,Ile de France,,ED5-8,F,Y55-64,Sheet 120
2008,FR1,Ile de France,,ED5-8,F,Y55-64,Sheet 120
2009,FR1,Ile de France,,ED5-8,F,Y55-64,Sheet 120
2010,FR1,Ile de France,5.3,ED5-8,F,Y55-64,Sheet 120
2011,FR1,Ile de France,,ED5-8,F,Y55-64,Sheet 120
2012,FR1,Ile de France,,ED5-8,F,Y55-64,Sheet 120
2013,FR1,Ile de France,4.5,ED5-8,F,Y55-64,Sheet 120
2014,FR1,Ile de France,5.9,ED5-8,F,Y55-64,Sheet 120
2015,FR1,Ile de France,4.2,ED5-8,F,Y55-64,Sheet 120
2016,FR1,Ile de France,5.3,ED5-8,F,Y55-64,Sheet 120
2017,FR1,Ile de France,3.9,ED5-8,F,Y55-64,Sheet 120
2018,FR1,Ile de France,4.5,ED5-8,F,Y55-64,Sheet 120
2019,FR1,Ile de France,3.7,ED5-8,F,Y55-64,Sheet 120
2020,FR1,Ile de France,5.5,ED5-8,F,Y55-64,Sheet 120
2021,FR1,Ile de France,4.5,ED5-8,F,Y55-64,Sheet 120
2022,FR1,Ile de France,6.3,ED5-8,F,Y55-64,Sheet 120
2023,FR1,Ile de France,4.5,ED5-8,F,Y55-64,Sheet 120
2024,FR1,Ile de France,5.7,ED5-8,F,Y55-64,Sheet 120
2007,FR10,Ile de France,,ED5-8,F,Y55-64,Sheet 120
2008,FR10,Ile de France,,ED5-8,F,Y55-64,Sheet 120
2009,FR10,Ile de France,,ED5-8,F,Y55-64,Sheet 120
2010,FR10,Ile de France,5.3,ED5-8,F,Y55-64,Sheet 120
2011,FR10,Ile de France,,ED5-8,F,Y55-64,Sheet 120
2012,FR10,Ile de France,,ED5-8,F,Y55-64,Sheet 120
2013,FR10,Ile de France,4.5,ED5-8,F,Y55-64,Sheet 120
2014,FR10,Ile de France,5.9,ED5-8,F,Y55-64,Sheet 120
2015,FR10,Ile de France,4.2,ED5-8,F,Y55-64,Sheet 120
2016,FR10,Ile de France,5.3,ED5-8,F,Y55-64,Sheet 120
2017,FR10,Ile de France,3.9,ED5-8,F,Y55-64,Sheet 120
2018,FR10,Ile de France,4.5,ED5-8,F,Y55-64,Sheet 120
2019,FR10,Ile de France,3.7,ED5-8,F,Y55-64,Sheet 120
2020,FR10,Ile de France,5.5,ED5-8,F,Y55-64,Sheet 120
2021,FR10,Ile de France,4.5,ED5-8,F,Y55-64,Sheet 120
2022,FR10,Ile de France,6.3,ED5-8,F,Y55-64,Sheet 120
2023,FR10,Ile de France,4.5,ED5-8,F,Y55-64,Sheet 120
2024,FR10,Ile de France,5.7,ED5-8,F,Y55-64,Sheet 120
2007,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2008,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2009,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2010,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2011,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2012,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2013,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2014,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2015,FRB,Centre — Val de Loire,3.1,ED5-8,F,Y55-64,Sheet 120
2016,FRB,Centre — Val de Loire,4.2,ED5-8,F,Y55-64,Sheet 120
2017,FRB,Centre — Val de Loire,5.9,ED5-8,F,Y55-64,Sheet 120
2018,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2019,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2020,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2021,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2022,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2023,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2024,FRB,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2007,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2008,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2009,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2010,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2011,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2012,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2013,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2014,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2015,FRB0,Centre — Val de Loire,3.1,ED5-8,F,Y55-64,Sheet 120
2016,FRB0,Centre — Val de Loire,4.2,ED5-8,F,Y55-64,Sheet 120
2017,FRB0,Centre — Val de Loire,5.9,ED5-8,F,Y55-64,Sheet 120
2018,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2019,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2020,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2021,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2022,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2023,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2024,FRB0,Centre — Val de Loire,,ED5-8,F,Y55-64,Sheet 120
2007,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2008,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2009,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2010,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2011,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2012,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2013,FRC,Bourgogne-Franche-Comté,8.0,ED5-8,F,Y55-64,Sheet 120
2014,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2015,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2016,FRC,Bourgogne-Franche-Comté,5.0,ED5-8,F,Y55-64,Sheet 120
2017,FRC,Bourgogne-Franche-Comté,6.1,ED5-8,F,Y55-64,Sheet 120
2018,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2019,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2020,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2021,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2022,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2023,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2024,FRC,Bourgogne-Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2007,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2008,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2009,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2010,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2011,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2012,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2013,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2014,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2015,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2016,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2017,FRC1,Bourgogne,8.2,ED5-8,F,Y55-64,Sheet 120
2018,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2019,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2020,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2021,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2022,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2023,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2024,FRC1,Bourgogne,,ED5-8,F,Y55-64,Sheet 120
2007,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2008,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2009,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2010,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2011,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2012,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2013,FRC2,Franche-Comté,11.2,ED5-8,F,Y55-64,Sheet 120
2014,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2015,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2016,FRC2,Franche-Comté,9.6,ED5-8,F,Y55-64,Sheet 120
2017,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2018,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2019,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2020,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2021,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2022,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2023,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2024,FRC2,Franche-Comté,,ED5-8,F,Y55-64,Sheet 120
2007,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2008,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2009,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2010,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2011,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2012,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2013,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2014,FRD,Normandie,5.2,ED5-8,F,Y55-64,Sheet 120
2015,FRD,Normandie,2.4,ED5-8,F,Y55-64,Sheet 120
2016,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2017,FRD,Normandie,6.1,ED5-8,F,Y55-64,Sheet 120
2018,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2019,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2020,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2021,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2022,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2023,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2024,FRD,Normandie,,ED5-8,F,Y55-64,Sheet 120
2007,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2008,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2009,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2010,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2011,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2012,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2013,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2014,FRD1,Basse-Normandie,11.2,ED5-8,F,Y55-64,Sheet 120
2015,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2016,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2017,FRD1,Basse-Normandie,5.8,ED5-8,F,Y55-64,Sheet 120
2018,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2019,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2020,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2021,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2022,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2023,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2024,FRD1,Basse-Normandie,,ED5-8,F,Y55-64,Sheet 120
2007,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2008,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2009,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2010,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2011,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2012,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2013,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2014,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2015,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2016,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2017,FRD2,Haute-Normandie,6.2,ED5-8,F,Y55-64,Sheet 120
2018,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2019,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2020,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2021,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2022,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2023,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2024,FRD2,Haute-Normandie,,ED5-8,F,Y55-64,Sheet 120
2007,FRE,Hauts-de-France,,ED5-8,F,Y55-64,Sheet 120
2008,FRE,Hauts-de-France,,ED5-8,F,Y55-64,Sheet 120
2009,FRE,Hauts-de-France,,ED5-8,F,Y55-64,Sheet 120
2010,FRE,Hauts-de-France,,ED5-8,F,Y55-64,Sheet 120
2011,FRE,Hauts-de-France,,ED5-8,F,Y55-64,Sheet 120
2012,FRE,Hauts-de-France,,ED5-8,F,Y55-64,Sheet 120
2013,FRE,Hauts-de-France,,ED5-8,F,Y55-64,Sheet 120
