DATAFLOW	LAST UPDATE	freq	unit	sex	age	isced11	geo	TIME_PERIOD	OBS_VALUE	OBS_FLAG	CONF_STATUS
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FR10	2015	468.2		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRB0	2015	100.5		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRC1	2015	66.1		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRC2	2015	49.6		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRD1	2015	64.6		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRD2	2015	72.7		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRE1	2015	137.6		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRE2	2015	89.0		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRF1	2015	67.2		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRF2	2015	55.8		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRF3	2015	81.4		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRG0	2015	114.9		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRH0	2015	87.8		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRI1	2015	94.8		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRI2	2015	27.5		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRI3	2015	59.6		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRJ1	2015	99.4		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRJ2	2015	81.3		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRK1	2015	42.3		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRK2	2015	202.1		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRL0	2015	180.0		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRM0	2015	13.0	u	
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FR10	2015	943.1		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRB0	2015	229.4		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRC1	2015	164.8		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRC2	2015	121.3		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRD1	2015	137.2		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRD2	2015	164.3		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRE1	2015	343.3		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRE2	2015	175.2		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRF1	2015	193.0		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRF2	2015	128.8		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRF3	2015	222.6		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRG0	2015	385.7		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRH0	2015	343.2		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRI1	2015	348.9		
