DATAFLOW	LAST UPDATE	freq	unit	sex	age	isced11	geo	TIME_PERIOD	OBS_VALUE	OBS_FLAG	CONF_STATUS
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FR10	2016	443.7		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRB0	2016	84.9		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRC1	2016	61.5		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRC2	2016	46.4		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRD1	2016	58.9		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRD2	2016	69.4		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRE1	2016	125.5		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRE2	2016	85.2		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRF1	2016	56.8		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRF2	2016	54.8		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRF3	2016	71.7		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRG0	2016	117.3		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRH0	2016	87.8		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRI1	2016	91.7		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRI2	2016	23.8		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRI3	2016	60.6		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRJ1	2016	100.1		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRJ2	2016	83.4		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRK1	2016	42.7		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRK2	2016	192.0		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRL0	2016	166.3		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED0-2	FRM0	2016	8.0	u	
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FR10	2016	922.4		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRB0	2016	254.5		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRC1	2016	161.0		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRC2	2016	118.1		
ESTAT:LFST_R_LFP2ACEDU(1.0)	17/04/26 11:00:00	A	THS_PER	F	Y15-74	ED3_4	FRD1	2016	145.1		
