year,drgn1,region_code,region_name,dgn,sex,education,educ_code,educ3,gsur,age_group_used,region_key
2009,6,FRF,Grand Est,0,F,ED5-8,educH,2,0.042,Y20-64,6
2009,6,FRF,Grand Est,0,F,TOTAL,educALL,-1,0.09,Y20-64,6
2009,6,FRF,Grand Est,1,M,ED0-2,educL,0,0.134,Y20-64,6
2009,6,FRF,Grand Est,1,M,ED3_4,educM,1,0.087,Y20-64,6
2009,6,FRF,Grand Est,1,M,ED5-8,educH,2,0.06,Y20-64,6
2009,6,FRF,Grand Est,1,M,TOTAL,educALL,-1,0.091,Y20-64,6
2009,7,FRG,Pays de la Loire,0,F,ED0-2,educL,0,0.10300000000000001,Y20-64,7
2009,7,FRG,Pays de la Loire,0,F,ED3_4,educM,1,0.084,Y20-64,7
2009,7,FRG,Pays de la Loire,0,F,ED5-8,educH,2,0.067,Y20-64,7
2009,7,FRG,Pays de la Loire,0,F,TOTAL,educALL,-1,0.083,Y20-64,7
2009,7,FRG,Pays de la Loire,1,M,ED0-2,educL,0,0.10300000000000001,Y20-64,7
2009,7,FRG,Pays de la Loire,1,M,ED3_4,educM,1,0.053,Y20-64,7
2009,7,FRG,Pays de la Loire,1,M,ED5-8,educH,2,0.042,Y20-64,7
2009,7,FRG,Pays de la Loire,1,M,TOTAL,educALL,-1,0.062,Y20-64,7
2009,8,FRH,Bretagne,0,F,ED0-2,educL,0,0.106,Y20-64,8
2009,8,FRH,Bretagne,0,F,ED3_4,educM,1,0.073,Y20-64,8
2009,8,FRH,Bretagne,0,F,ED5-8,educH,2,0.035,Y20-64,8
2009,8,FRH,Bretagne,0,F,TOTAL,educALL,-1,0.065,Y20-64,8
2009,8,FRH,Bretagne,1,M,ED0-2,educL,0,0.067,Y20-64,8
2009,8,FRH,Bretagne,1,M,ED3_4,educM,1,0.037000000000000005,Y20-64,8
2009,8,FRH,Bretagne,1,M,ED5-8,educH,2,,Y20-64,8
2009,8,FRH,Bretagne,1,M,TOTAL,educALL,-1,0.042,Y20-64,8
2009,9,FRI,Nouvelle-Aquitaine,0,F,ED0-2,educL,0,0.126,Y20-64,9
2009,9,FRI,Nouvelle-Aquitaine,0,F,ED3_4,educM,1,0.078,Y20-64,9
2009,9,FRI,Nouvelle-Aquitaine,0,F,ED5-8,educH,2,0.06,Y20-64,9
2009,9,FRI,Nouvelle-Aquitaine,0,F,TOTAL,educALL,-1,0.083,Y20-64,9
2009,9,FRI,Nouvelle-Aquitaine,1,M,ED0-2,educL,0,0.10800000000000001,Y20-64,9
2009,9,FRI,Nouvelle-Aquitaine,1,M,ED3_4,educM,1,0.063,Y20-64,9
2009,9,FRI,Nouvelle-Aquitaine,1,M,ED5-8,educH,2,0.055,Y20-64,9
2009,9,FRI,Nouvelle-Aquitaine,1,M,TOTAL,educALL,-1,0.07200000000000001,Y20-64,9
2009,10,FRJ,Occitanie,0,F,ED0-2,educL,0,0.13699999999999998,Y20-64,10
2009,10,FRJ,Occitanie,0,F,ED3_4,educM,1,0.109,Y20-64,10
2009,10,FRJ,Occitanie,0,F,ED5-8,educH,2,0.078,Y20-64,10
2009,10,FRJ,Occitanie,0,F,TOTAL,educALL,-1,0.10400000000000001,Y20-64,10
2009,10,FRJ,Occitanie,1,M,ED0-2,educL,0,0.156,Y20-64,10
2009,10,FRJ,Occitanie,1,M,ED3_4,educM,1,0.091,Y20-64,10
2009,10,FRJ,Occitanie,1,M,ED5-8,educH,2,0.065,Y20-64,10
2009,10,FRJ,Occitanie,1,M,TOTAL,educALL,-1,0.099,Y20-64,10
2009,11,FRK,Auvergne-Rhône-Alpes,0,F,ED0-2,educL,0,0.10400000000000001,Y20-64,11
2009,11,FRK,Auvergne-Rhône-Alpes,0,F,ED3_4,educM,1,0.084,Y20-64,11
2009,11,FRK,Auvergne-Rhône-Alpes,0,F,ED5-8,educH,2,0.054000000000000006,Y20-64,11
2009,11,FRK,Auvergne-Rhône-Alpes,0,F,TOTAL,educALL,-1,0.078,Y20-64,11
2009,11,FRK,Auvergne-Rhône-Alpes,1,M,ED0-2,educL,0,0.113,Y20-64,11
2009,11,FRK,Auvergne-Rhône-Alpes,1,M,ED3_4,educM,1,0.073,Y20-64,11
2009,11,FRK,Auvergne-Rhône-Alpes,1,M,ED5-8,educH,2,0.049,Y20-64,11
2009,11,FRK,Auvergne-Rhône-Alpes,1,M,TOTAL,educALL,-1,0.076,Y20-64,11
2009,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED0-2,educL,0,0.134,Y20-64,12
2009,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED3_4,educM,1,0.094,Y20-64,12
2009,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED5-8,educH,2,0.042,Y20-64,12
2009,12,FRL,Provence-Alpes-Côte d’Azur,0,F,TOTAL,educALL,-1,0.087,Y20-64,12
2009,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED0-2,educL,0,0.12,Y20-64,12
2009,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED3_4,educM,1,0.08,Y20-64,12
2009,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED5-8,educH,2,0.064,Y20-64,12
2009,12,FRL,Provence-Alpes-Côte d’Azur,1,M,TOTAL,educALL,-1,0.087,Y20-64,12
2009,13,FRM,Corse,0,F,ED0-2,educL,0,,Y20-64,13
2009,13,FRM,Corse,0,F,ED3_4,educM,1,,Y20-64,13
2009,13,FRM,Corse,0,F,ED5-8,educH,2,,Y20-64,13
2009,13,FRM,Corse,0,F,TOTAL,educALL,-1,,Y20-64,13
2009,13,FRM,Corse,1,M,ED0-2,educL,0,,Y20-64,13
2009,13,FRM,Corse,1,M,ED3_4,educM,1,,Y20-64,13
2009,13,FRM,Corse,1,M,ED5-8,educH,2,,Y20-64,13
2009,13,FRM,Corse,1,M,TOTAL,educALL,-1,,Y20-64,13
2009,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED0-2,educL,0,0.359,Y20-64,14
2009,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED3_4,educM,1,0.273,Y20-64,14
2009,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED5-8,educH,2,0.08199999999999999,Y20-64,14
2009,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,TOTAL,educALL,-1,0.259,Y20-64,14
2009,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED0-2,educL,0,0.299,Y20-64,14
2009,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED3_4,educM,1,0.18899999999999997,Y20-64,14
2009,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED5-8,educH,2,0.07400000000000001,Y20-64,14
2009,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,TOTAL,educALL,-1,0.215,Y20-64,14
2010,0,FR,France,0,F,ED0-2,educL,0,0.145,Y20-64,0
2010,0,FR,France,0,F,ED3_4,educM,1,0.09300000000000001,Y20-64,0
2010,0,FR,France,0,F,ED5-8,educH,2,0.053,Y20-64,0
2010,0,FR,France,0,F,TOTAL,educALL,-1,0.091,Y20-64,0
2010,0,FR,France,1,M,ED0-2,educL,0,0.14800000000000002,Y20-64,0
2010,0,FR,France,1,M,ED3_4,educM,1,0.075,Y20-64,0
2010,0,FR,France,1,M,ED5-8,educH,2,0.053,Y20-64,0
2010,0,FR,France,1,M,TOTAL,educALL,-1,0.087,Y20-64,0
2010,1,FR1,Ile de France,0,F,ED0-2,educL,0,0.14,Y20-64,1
2010,1,FR1,Ile de France,0,F,ED3_4,educM,1,0.085,Y20-64,1
2010,1,FR1,Ile de France,0,F,ED5-8,educH,2,0.055999999999999994,Y20-64,1
2010,1,FR1,Ile de France,0,F,TOTAL,educALL,-1,0.084,Y20-64,1
2010,1,FR1,Ile de France,1,M,ED0-2,educL,0,0.139,Y20-64,1
2010,1,FR1,Ile de France,1,M,ED3_4,educM,1,0.077,Y20-64,1
2010,1,FR1,Ile de France,1,M,ED5-8,educH,2,0.055999999999999994,Y20-64,1
2010,1,FR1,Ile de France,1,M,TOTAL,educALL,-1,0.083,Y20-64,1
2010,2,FRB,Centre — Val de Loire,0,F,ED0-2,educL,0,0.09,Y20-64,2
2010,2,FRB,Centre — Val de Loire,0,F,ED3_4,educM,1,0.057,Y20-64,2
2010,2,FRB,Centre — Val de Loire,0,F,ED5-8,educH,2,0.053,Y20-64,2
2010,2,FRB,Centre — Val de Loire,0,F,TOTAL,educALL,-1,0.064,Y20-64,2
2010,2,FRB,Centre — Val de Loire,1,M,ED0-2,educL,0,0.099,Y20-64,2
2010,2,FRB,Centre — Val de Loire,1,M,ED3_4,educM,1,0.062,Y20-64,2
2010,2,FRB,Centre — Val de Loire,1,M,ED5-8,educH,2,0.048,Y20-64,2
2010,2,FRB,Centre — Val de Loire,1,M,TOTAL,educALL,-1,0.068,Y20-64,2
2010,3,FRC,Bourgogne-Franche-Comté,0,F,ED0-2,educL,0,0.151,Y20-64,3
2010,3,FRC,Bourgogne-Franche-Comté,0,F,ED3_4,educM,1,0.067,Y20-64,3
2010,3,FRC,Bourgogne-Franche-Comté,0,F,ED5-8,educH,2,0.044000000000000004,Y20-64,3
2010,3,FRC,Bourgogne-Franche-Comté,0,F,TOTAL,educALL,-1,0.084,Y20-64,3
2010,3,FRC,Bourgogne-Franche-Comté,1,M,ED0-2,educL,0,0.127,Y20-64,3
2010,3,FRC,Bourgogne-Franche-Comté,1,M,ED3_4,educM,1,0.07200000000000001,Y20-64,3
2010,3,FRC,Bourgogne-Franche-Comté,1,M,ED5-8,educH,2,0.045,Y20-64,3
2010,3,FRC,Bourgogne-Franche-Comté,1,M,TOTAL,educALL,-1,0.081,Y20-64,3
2010,4,FRD,Normandie,0,F,ED0-2,educL,0,0.129,Y20-64,4
2010,4,FRD,Normandie,0,F,ED3_4,educM,1,0.086,Y20-64,4
2010,4,FRD,Normandie,0,F,ED5-8,educH,2,0.059000000000000004,Y20-64,4
2010,4,FRD,Normandie,0,F,TOTAL,educALL,-1,0.09,Y20-64,4
2010,4,FRD,Normandie,1,M,ED0-2,educL,0,0.14,Y20-64,4
2010,4,FRD,Normandie,1,M,ED3_4,educM,1,0.064,Y20-64,4
2010,4,FRD,Normandie,1,M,ED5-8,educH,2,0.049,Y20-64,4
2010,4,FRD,Normandie,1,M,TOTAL,educALL,-1,0.081,Y20-64,4
2010,5,FRE,Hauts-de-France,0,F,ED0-2,educL,0,0.191,Y20-64,5
2010,5,FRE,Hauts-de-France,0,F,ED3_4,educM,1,0.11800000000000001,Y20-64,5
2010,5,FRE,Hauts-de-France,0,F,ED5-8,educH,2,0.053,Y20-64,5
2010,5,FRE,Hauts-de-France,0,F,TOTAL,educALL,-1,0.11599999999999999,Y20-64,5
2010,5,FRE,Hauts-de-France,1,M,ED0-2,educL,0,0.19399999999999998,Y20-64,5
2010,5,FRE,Hauts-de-France,1,M,ED3_4,educM,1,0.106,Y20-64,5
2010,5,FRE,Hauts-de-France,1,M,ED5-8,educH,2,0.045,Y20-64,5
2010,5,FRE,Hauts-de-France,1,M,TOTAL,educALL,-1,0.115,Y20-64,5
2010,6,FRF,Grand Est,0,F,ED0-2,educL,0,0.139,Y20-64,6
2010,6,FRF,Grand Est,0,F,ED3_4,educM,1,0.083,Y20-64,6
2010,6,FRF,Grand Est,0,F,ED5-8,educH,2,0.05,Y20-64,6
2010,6,FRF,Grand Est,0,F,TOTAL,educALL,-1,0.086,Y20-64,6
2010,6,FRF,Grand Est,1,M,ED0-2,educL,0,0.128,Y20-64,6
2010,6,FRF,Grand Est,1,M,ED3_4,educM,1,0.075,Y20-64,6
2010,6,FRF,Grand Est,1,M,ED5-8,educH,2,0.055999999999999994,Y20-64,6
2010,6,FRF,Grand Est,1,M,TOTAL,educALL,-1,0.08199999999999999,Y20-64,6
2010,7,FRG,Pays de la Loire,0,F,ED0-2,educL,0,0.138,Y20-64,7
2010,7,FRG,Pays de la Loire,0,F,ED3_4,educM,1,0.096,Y20-64,7
2010,7,FRG,Pays de la Loire,0,F,ED5-8,educH,2,0.046,Y20-64,7
2010,7,FRG,Pays de la Loire,0,F,TOTAL,educALL,-1,0.08900000000000001,Y20-64,7
2010,7,FRG,Pays de la Loire,1,M,ED0-2,educL,0,0.12300000000000001,Y20-64,7
2010,7,FRG,Pays de la Loire,1,M,ED3_4,educM,1,0.064,Y20-64,7
2010,7,FRG,Pays de la Loire,1,M,ED5-8,educH,2,0.055,Y20-64,7
2010,7,FRG,Pays de la Loire,1,M,TOTAL,educALL,-1,0.075,Y20-64,7
2010,8,FRH,Bretagne,0,F,ED0-2,educL,0,0.091,Y20-64,8
2010,8,FRH,Bretagne,0,F,ED3_4,educM,1,0.083,Y20-64,8
2010,8,FRH,Bretagne,0,F,ED5-8,educH,2,0.053,Y20-64,8
2010,8,FRH,Bretagne,0,F,TOTAL,educALL,-1,0.07400000000000001,Y20-64,8
2010,8,FRH,Bretagne,1,M,ED0-2,educL,0,0.098,Y20-64,8
2010,8,FRH,Bretagne,1,M,ED3_4,educM,1,0.045,Y20-64,8
2010,8,FRH,Bretagne,1,M,ED5-8,educH,2,0.054000000000000006,Y20-64,8
2010,8,FRH,Bretagne,1,M,TOTAL,educALL,-1,0.057,Y20-64,8
2010,9,FRI,Nouvelle-Aquitaine,0,F,ED0-2,educL,0,0.12,Y20-64,9
2010,9,FRI,Nouvelle-Aquitaine,0,F,ED3_4,educM,1,0.077,Y20-64,9
2010,9,FRI,Nouvelle-Aquitaine,0,F,ED5-8,educH,2,0.044000000000000004,Y20-64,9
2010,9,FRI,Nouvelle-Aquitaine,0,F,TOTAL,educALL,-1,0.075,Y20-64,9
2010,9,FRI,Nouvelle-Aquitaine,1,M,ED0-2,educL,0,0.129,Y20-64,9
2010,9,FRI,Nouvelle-Aquitaine,1,M,ED3_4,educM,1,0.062,Y20-64,9
2010,9,FRI,Nouvelle-Aquitaine,1,M,ED5-8,educH,2,0.044000000000000004,Y20-64,9
2010,9,FRI,Nouvelle-Aquitaine,1,M,TOTAL,educALL,-1,0.073,Y20-64,9
2010,10,FRJ,Occitanie,0,F,ED0-2,educL,0,0.125,Y20-64,10
2010,10,FRJ,Occitanie,0,F,ED3_4,educM,1,0.10800000000000001,Y20-64,10
2010,10,FRJ,Occitanie,0,F,ED5-8,educH,2,0.051,Y20-64,10
2010,10,FRJ,Occitanie,0,F,TOTAL,educALL,-1,0.09,Y20-64,10
2010,10,FRJ,Occitanie,1,M,ED0-2,educL,0,0.195,Y20-64,10
2010,10,FRJ,Occitanie,1,M,ED3_4,educM,1,0.08900000000000001,Y20-64,10
2010,10,FRJ,Occitanie,1,M,ED5-8,educH,2,0.065,Y20-64,10
2010,10,FRJ,Occitanie,1,M,TOTAL,educALL,-1,0.107,Y20-64,10
2010,11,FRK,Auvergne-Rhône-Alpes,0,F,ED0-2,educL,0,0.12,Y20-64,11
2010,11,FRK,Auvergne-Rhône-Alpes,0,F,ED3_4,educM,1,0.085,Y20-64,11
2010,11,FRK,Auvergne-Rhône-Alpes,0,F,ED5-8,educH,2,0.048,Y20-64,11
2010,11,FRK,Auvergne-Rhône-Alpes,0,F,TOTAL,educALL,-1,0.081,Y20-64,11
2010,11,FRK,Auvergne-Rhône-Alpes,1,M,ED0-2,educL,0,0.124,Y20-64,11
2010,11,FRK,Auvergne-Rhône-Alpes,1,M,ED3_4,educM,1,0.063,Y20-64,11
2010,11,FRK,Auvergne-Rhône-Alpes,1,M,ED5-8,educH,2,0.040999999999999995,Y20-64,11
2010,11,FRK,Auvergne-Rhône-Alpes,1,M,TOTAL,educALL,-1,0.07,Y20-64,11
2010,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED0-2,educL,0,0.138,Y20-64,12
2010,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED3_4,educM,1,0.10099999999999999,Y20-64,12
2010,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED5-8,educH,2,0.066,Y20-64,12
2010,12,FRL,Provence-Alpes-Côte d’Azur,0,F,TOTAL,educALL,-1,0.098,Y20-64,12
2010,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED0-2,educL,0,0.128,Y20-64,12
2010,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED3_4,educM,1,0.07400000000000001,Y20-64,12
2010,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED5-8,educH,2,0.061,Y20-64,12
2010,12,FRL,Provence-Alpes-Côte d’Azur,1,M,TOTAL,educALL,-1,0.086,Y20-64,12
2010,13,FRM,Corse,0,F,ED0-2,educL,0,,Y20-64,13
2010,13,FRM,Corse,0,F,ED3_4,educM,1,,Y20-64,13
2010,13,FRM,Corse,0,F,ED5-8,educH,2,,Y20-64,13
2010,13,FRM,Corse,0,F,TOTAL,educALL,-1,,Y20-64,13
2010,13,FRM,Corse,1,M,ED0-2,educL,0,,Y20-64,13
2010,13,FRM,Corse,1,M,ED3_4,educM,1,,Y20-64,13
2010,13,FRM,Corse,1,M,ED5-8,educH,2,,Y20-64,13
2010,13,FRM,Corse,1,M,TOTAL,educALL,-1,,Y20-64,13
2010,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED0-2,educL,0,0.364,Y20-64,14
2010,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED3_4,educM,1,0.271,Y20-64,14
2010,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED5-8,educH,2,0.08199999999999999,Y20-64,14
2010,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,TOTAL,educALL,-1,0.261,Y20-64,14
2010,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED0-2,educL,0,0.316,Y20-64,14
2010,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED3_4,educM,1,0.20600000000000002,Y20-64,14
2010,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED5-8,educH,2,0.08199999999999999,Y20-64,14
2010,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,TOTAL,educALL,-1,0.23,Y20-64,14
2011,0,FR,France,0,F,ED0-2,educL,0,0.146,Y20-64,0
2011,0,FR,France,0,F,ED3_4,educM,1,0.09699999999999999,Y20-64,0
2011,0,FR,France,0,F,ED5-8,educH,2,0.054000000000000006,Y20-64,0
2011,0,FR,France,0,F,TOTAL,educALL,-1,0.09300000000000001,Y20-64,0
2011,0,FR,France,1,M,ED0-2,educL,0,0.145,Y20-64,0
2011,0,FR,France,1,M,ED3_4,educM,1,0.076,Y20-64,0
2011,0,FR,France,1,M,ED5-8,educH,2,0.05,Y20-64,0
2011,0,FR,France,1,M,TOTAL,educALL,-1,0.085,Y20-64,0
2011,1,FR1,Ile de France,0,F,ED0-2,educL,0,0.13,Y20-64,1
2011,1,FR1,Ile de France,0,F,ED3_4,educM,1,0.08199999999999999,Y20-64,1
2011,1,FR1,Ile de France,0,F,ED5-8,educH,2,0.05,Y20-64,1
2011,1,FR1,Ile de France,0,F,TOTAL,educALL,-1,0.078,Y20-64,1
2011,1,FR1,Ile de France,1,M,ED0-2,educL,0,0.138,Y20-64,1
2011,1,FR1,Ile de France,1,M,ED3_4,educM,1,0.07400000000000001,Y20-64,1
2011,1,FR1,Ile de France,1,M,ED5-8,educH,2,0.057,Y20-64,1
2011,1,FR1,Ile de France,1,M,TOTAL,educALL,-1,0.08199999999999999,Y20-64,1
2011,2,FRB,Centre — Val de Loire,0,F,ED0-2,educL,0,0.11800000000000001,Y20-64,2
2011,2,FRB,Centre — Val de Loire,0,F,ED3_4,educM,1,0.084,Y20-64,2
2011,2,FRB,Centre — Val de Loire,0,F,ED5-8,educH,2,0.06,Y20-64,2
2011,2,FRB,Centre — Val de Loire,0,F,TOTAL,educALL,-1,0.084,Y20-64,2
2011,2,FRB,Centre — Val de Loire,1,M,ED0-2,educL,0,0.124,Y20-64,2
2011,2,FRB,Centre — Val de Loire,1,M,ED3_4,educM,1,0.066,Y20-64,2
2011,2,FRB,Centre — Val de Loire,1,M,ED5-8,educH,2,0.059000000000000004,Y20-64,2
2011,2,FRB,Centre — Val de Loire,1,M,TOTAL,educALL,-1,0.076,Y20-64,2
2011,3,FRC,Bourgogne-Franche-Comté,0,F,ED0-2,educL,0,0.128,Y20-64,3
2011,3,FRC,Bourgogne-Franche-Comté,0,F,ED3_4,educM,1,0.08199999999999999,Y20-64,3
2011,3,FRC,Bourgogne-Franche-Comté,0,F,ED5-8,educH,2,0.066,Y20-64,3
2011,3,FRC,Bourgogne-Franche-Comté,0,F,TOTAL,educALL,-1,0.08900000000000001,Y20-64,3
2011,3,FRC,Bourgogne-Franche-Comté,1,M,ED0-2,educL,0,0.10400000000000001,Y20-64,3
2011,3,FRC,Bourgogne-Franche-Comté,1,M,ED3_4,educM,1,0.069,Y20-64,3
2011,3,FRC,Bourgogne-Franche-Comté,1,M,ED5-8,educH,2,0.044000000000000004,Y20-64,3
2011,3,FRC,Bourgogne-Franche-Comté,1,M,TOTAL,educALL,-1,0.07200000000000001,Y20-64,3
2011,4,FRD,Normandie,0,F,ED0-2,educL,0,0.11900000000000001,Y20-64,4
2011,4,FRD,Normandie,0,F,ED3_4,educM,1,0.102,Y20-64,4
2011,4,FRD,Normandie,0,F,ED5-8,educH,2,0.051,Y20-64,4
2011,4,FRD,Normandie,0,F,TOTAL,educALL,-1,0.091,Y20-64,4
2011,4,FRD,Normandie,1,M,ED0-2,educL,0,0.138,Y20-64,4
2011,4,FRD,Normandie,1,M,ED3_4,educM,1,0.07400000000000001,Y20-64,4
2011,4,FRD,Normandie,1,M,ED5-8,educH,2,0.040999999999999995,Y20-64,4
2011,4,FRD,Normandie,1,M,TOTAL,educALL,-1,0.08199999999999999,Y20-64,4
2011,5,FRE,Hauts-de-France,0,F,ED0-2,educL,0,0.182,Y20-64,5
2011,5,FRE,Hauts-de-France,0,F,ED3_4,educM,1,0.126,Y20-64,5
2011,5,FRE,Hauts-de-France,0,F,ED5-8,educH,2,0.04,Y20-64,5
2011,5,FRE,Hauts-de-France,0,F,TOTAL,educALL,-1,0.113,Y20-64,5
2011,5,FRE,Hauts-de-France,1,M,ED0-2,educL,0,0.171,Y20-64,5
2011,5,FRE,Hauts-de-France,1,M,ED3_4,educM,1,0.084,Y20-64,5
2011,5,FRE,Hauts-de-France,1,M,ED5-8,educH,2,0.045,Y20-64,5
2011,5,FRE,Hauts-de-France,1,M,TOTAL,educALL,-1,0.098,Y20-64,5
2011,6,FRF,Grand Est,0,F,ED0-2,educL,0,0.151,Y20-64,6
2011,6,FRF,Grand Est,0,F,ED3_4,educM,1,0.09,Y20-64,6
2011,6,FRF,Grand Est,0,F,ED5-8,educH,2,0.047,Y20-64,6
2011,6,FRF,Grand Est,0,F,TOTAL,educALL,-1,0.09,Y20-64,6
2011,6,FRF,Grand Est,1,M,ED0-2,educL,0,0.15,Y20-64,6
2011,6,FRF,Grand Est,1,M,ED3_4,educM,1,0.07400000000000001,Y20-64,6
2011,6,FRF,Grand Est,1,M,ED5-8,educH,2,0.048,Y20-64,6
2011,6,FRF,Grand Est,1,M,TOTAL,educALL,-1,0.085,Y20-64,6
2011,7,FRG,Pays de la Loire,0,F,ED0-2,educL,0,0.125,Y20-64,7
2011,7,FRG,Pays de la Loire,0,F,ED3_4,educM,1,0.08900000000000001,Y20-64,7
2011,7,FRG,Pays de la Loire,0,F,ED5-8,educH,2,0.055999999999999994,Y20-64,7
2011,7,FRG,Pays de la Loire,0,F,TOTAL,educALL,-1,0.086,Y20-64,7
2011,7,FRG,Pays de la Loire,1,M,ED0-2,educL,0,0.14,Y20-64,7
2011,7,FRG,Pays de la Loire,1,M,ED3_4,educM,1,0.071,Y20-64,7
2011,7,FRG,Pays de la Loire,1,M,ED5-8,educH,2,0.044000000000000004,Y20-64,7
2011,7,FRG,Pays de la Loire,1,M,TOTAL,educALL,-1,0.077,Y20-64,7
2011,8,FRH,Bretagne,0,F,ED0-2,educL,0,0.095,Y20-64,8
2011,8,FRH,Bretagne,0,F,ED3_4,educM,1,0.07200000000000001,Y20-64,8
2011,8,FRH,Bretagne,0,F,ED5-8,educH,2,0.051,Y20-64,8
2011,8,FRH,Bretagne,0,F,TOTAL,educALL,-1,0.068,Y20-64,8
2011,8,FRH,Bretagne,1,M,ED0-2,educL,0,0.08199999999999999,Y20-64,8
2011,8,FRH,Bretagne,1,M,ED3_4,educM,1,0.067,Y20-64,8
2011,8,FRH,Bretagne,1,M,ED5-8,educH,2,0.057999999999999996,Y20-64,8
2011,8,FRH,Bretagne,1,M,TOTAL,educALL,-1,0.067,Y20-64,8
2011,9,FRI,Nouvelle-Aquitaine,0,F,ED0-2,educL,0,0.11199999999999999,Y20-64,9
2011,9,FRI,Nouvelle-Aquitaine,0,F,ED3_4,educM,1,0.075,Y20-64,9
2011,9,FRI,Nouvelle-Aquitaine,0,F,ED5-8,educH,2,0.066,Y20-64,9
2011,9,FRI,Nouvelle-Aquitaine,0,F,TOTAL,educALL,-1,0.08,Y20-64,9
2011,9,FRI,Nouvelle-Aquitaine,1,M,ED0-2,educL,0,0.134,Y20-64,9
2011,9,FRI,Nouvelle-Aquitaine,1,M,ED3_4,educM,1,0.076,Y20-64,9
2011,9,FRI,Nouvelle-Aquitaine,1,M,ED5-8,educH,2,0.053,Y20-64,9
2011,9,FRI,Nouvelle-Aquitaine,1,M,TOTAL,educALL,-1,0.083,Y20-64,9
2011,10,FRJ,Occitanie,0,F,ED0-2,educL,0,0.156,Y20-64,10
2011,10,FRJ,Occitanie,0,F,ED3_4,educM,1,0.111,Y20-64,10
2011,10,FRJ,Occitanie,0,F,ED5-8,educH,2,0.055999999999999994,Y20-64,10
2011,10,FRJ,Occitanie,0,F,TOTAL,educALL,-1,0.099,Y20-64,10
2011,10,FRJ,Occitanie,1,M,ED0-2,educL,0,0.159,Y20-64,10
2011,10,FRJ,Occitanie,1,M,ED3_4,educM,1,0.083,Y20-64,10
2011,10,FRJ,Occitanie,1,M,ED5-8,educH,2,0.05,Y20-64,10
2011,10,FRJ,Occitanie,1,M,TOTAL,educALL,-1,0.091,Y20-64,10
2011,11,FRK,Auvergne-Rhône-Alpes,0,F,ED0-2,educL,0,0.131,Y20-64,11
2011,11,FRK,Auvergne-Rhône-Alpes,0,F,ED3_4,educM,1,0.086,Y20-64,11
2011,11,FRK,Auvergne-Rhône-Alpes,0,F,ED5-8,educH,2,0.049,Y20-64,11
2011,11,FRK,Auvergne-Rhône-Alpes,0,F,TOTAL,educALL,-1,0.083,Y20-64,11
2011,11,FRK,Auvergne-Rhône-Alpes,1,M,ED0-2,educL,0,0.11,Y20-64,11
2011,11,FRK,Auvergne-Rhône-Alpes,1,M,ED3_4,educM,1,0.066,Y20-64,11
2011,11,FRK,Auvergne-Rhône-Alpes,1,M,ED5-8,educH,2,0.038,Y20-64,11
2011,11,FRK,Auvergne-Rhône-Alpes,1,M,TOTAL,educALL,-1,0.068,Y20-64,11
2011,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED0-2,educL,0,0.14,Y20-64,12
2011,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED3_4,educM,1,0.11199999999999999,Y20-64,12
2011,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED5-8,educH,2,0.067,Y20-64,12
2011,12,FRL,Provence-Alpes-Côte d’Azur,0,F,TOTAL,educALL,-1,0.102,Y20-64,12
2011,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED0-2,educL,0,0.15,Y20-64,12
2011,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED3_4,educM,1,0.07400000000000001,Y20-64,12
2011,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED5-8,educH,2,0.051,Y20-64,12
