year,drgn1,region_code,region_name,dgn,sex,education,educ_code,educ3,gsur,age_group_used,region_key
2011,12,FRL,Provence-Alpes-Côte d’Azur,1,M,TOTAL,educALL,-1,0.087,Y20-64,12
2011,13,FRM,Corse,0,F,ED0-2,educL,0,,Y20-64,13
2011,13,FRM,Corse,0,F,ED3_4,educM,1,,Y20-64,13
2011,13,FRM,Corse,0,F,ED5-8,educH,2,,Y20-64,13
2011,13,FRM,Corse,0,F,TOTAL,educALL,-1,,Y20-64,13
2011,13,FRM,Corse,1,M,ED0-2,educL,0,,Y20-64,13
2011,13,FRM,Corse,1,M,ED3_4,educM,1,,Y20-64,13
2011,13,FRM,Corse,1,M,ED5-8,educH,2,,Y20-64,13
2011,13,FRM,Corse,1,M,TOTAL,educALL,-1,,Y20-64,13
2011,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED0-2,educL,0,0.38799999999999996,Y20-64,14
2011,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED3_4,educM,1,0.273,Y20-64,14
2011,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED5-8,educH,2,0.10300000000000001,Y20-64,14
2011,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,TOTAL,educALL,-1,0.271,Y20-64,14
2011,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED0-2,educL,0,0.31,Y20-64,14
2011,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED3_4,educM,1,0.205,Y20-64,14
2011,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED5-8,educH,2,0.073,Y20-64,14
2011,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,TOTAL,educALL,-1,0.223,Y20-64,14
2012,0,FR,France,0,F,ED0-2,educL,0,0.153,Y20-64,0
2012,0,FR,France,0,F,ED3_4,educM,1,0.1,Y20-64,0
2012,0,FR,France,0,F,ED5-8,educH,2,0.055,Y20-64,0
2012,0,FR,France,0,F,TOTAL,educALL,-1,0.095,Y20-64,0
2012,0,FR,France,1,M,ED0-2,educL,0,0.155,Y20-64,0
2012,0,FR,France,1,M,ED3_4,educM,1,0.08800000000000001,Y20-64,0
2012,0,FR,France,1,M,ED5-8,educH,2,0.055,Y20-64,0
2012,0,FR,France,1,M,TOTAL,educALL,-1,0.094,Y20-64,0
2012,1,FR1,Ile de France,0,F,ED0-2,educL,0,0.125,Y20-64,1
2012,1,FR1,Ile de France,0,F,ED3_4,educM,1,0.081,Y20-64,1
2012,1,FR1,Ile de France,0,F,ED5-8,educH,2,0.05,Y20-64,1
2012,1,FR1,Ile de France,0,F,TOTAL,educALL,-1,0.075,Y20-64,1
2012,1,FR1,Ile de France,1,M,ED0-2,educL,0,0.133,Y20-64,1
2012,1,FR1,Ile de France,1,M,ED3_4,educM,1,0.086,Y20-64,1
2012,1,FR1,Ile de France,1,M,ED5-8,educH,2,0.052000000000000005,Y20-64,1
2012,1,FR1,Ile de France,1,M,TOTAL,educALL,-1,0.083,Y20-64,1
2012,2,FRB,Centre — Val de Loire,0,F,ED0-2,educL,0,0.139,Y20-64,2
2012,2,FRB,Centre — Val de Loire,0,F,ED3_4,educM,1,0.1,Y20-64,2
2012,2,FRB,Centre — Val de Loire,0,F,ED5-8,educH,2,0.068,Y20-64,2
2012,2,FRB,Centre — Val de Loire,0,F,TOTAL,educALL,-1,0.098,Y20-64,2
2012,2,FRB,Centre — Val de Loire,1,M,ED0-2,educL,0,0.139,Y20-64,2
2012,2,FRB,Centre — Val de Loire,1,M,ED3_4,educM,1,0.12,Y20-64,2
2012,2,FRB,Centre — Val de Loire,1,M,ED5-8,educH,2,0.057999999999999996,Y20-64,2
2012,2,FRB,Centre — Val de Loire,1,M,TOTAL,educALL,-1,0.107,Y20-64,2
2012,3,FRC,Bourgogne-Franche-Comté,0,F,ED0-2,educL,0,0.12300000000000001,Y20-64,3
2012,3,FRC,Bourgogne-Franche-Comté,0,F,ED3_4,educM,1,0.091,Y20-64,3
2012,3,FRC,Bourgogne-Franche-Comté,0,F,ED5-8,educH,2,0.055,Y20-64,3
2012,3,FRC,Bourgogne-Franche-Comté,0,F,TOTAL,educALL,-1,0.086,Y20-64,3
2012,3,FRC,Bourgogne-Franche-Comté,1,M,ED0-2,educL,0,0.142,Y20-64,3
2012,3,FRC,Bourgogne-Franche-Comté,1,M,ED3_4,educM,1,0.076,Y20-64,3
2012,3,FRC,Bourgogne-Franche-Comté,1,M,ED5-8,educH,2,0.049,Y20-64,3
2012,3,FRC,Bourgogne-Franche-Comté,1,M,TOTAL,educALL,-1,0.085,Y20-64,3
2012,4,FRD,Normandie,0,F,ED0-2,educL,0,0.134,Y20-64,4
2012,4,FRD,Normandie,0,F,ED3_4,educM,1,0.10400000000000001,Y20-64,4
2012,4,FRD,Normandie,0,F,ED5-8,educH,2,0.046,Y20-64,4
2012,4,FRD,Normandie,0,F,TOTAL,educALL,-1,0.09300000000000001,Y20-64,4
2012,4,FRD,Normandie,1,M,ED0-2,educL,0,0.163,Y20-64,4
2012,4,FRD,Normandie,1,M,ED3_4,educM,1,0.084,Y20-64,4
2012,4,FRD,Normandie,1,M,ED5-8,educH,2,0.059000000000000004,Y20-64,4
2012,4,FRD,Normandie,1,M,TOTAL,educALL,-1,0.09699999999999999,Y20-64,4
2012,5,FRE,Hauts-de-France,0,F,ED0-2,educL,0,0.16699999999999998,Y20-64,5
2012,5,FRE,Hauts-de-France,0,F,ED3_4,educM,1,0.132,Y20-64,5
2012,5,FRE,Hauts-de-France,0,F,ED5-8,educH,2,0.053,Y20-64,5
2012,5,FRE,Hauts-de-France,0,F,TOTAL,educALL,-1,0.115,Y20-64,5
2012,5,FRE,Hauts-de-France,1,M,ED0-2,educL,0,0.203,Y20-64,5
2012,5,FRE,Hauts-de-France,1,M,ED3_4,educM,1,0.107,Y20-64,5
2012,5,FRE,Hauts-de-France,1,M,ED5-8,educH,2,0.049,Y20-64,5
2012,5,FRE,Hauts-de-France,1,M,TOTAL,educALL,-1,0.11800000000000001,Y20-64,5
2012,6,FRF,Grand Est,0,F,ED0-2,educL,0,0.157,Y20-64,6
2012,6,FRF,Grand Est,0,F,ED3_4,educM,1,0.09300000000000001,Y20-64,6
2012,6,FRF,Grand Est,0,F,ED5-8,educH,2,0.05,Y20-64,6
2012,6,FRF,Grand Est,0,F,TOTAL,educALL,-1,0.09300000000000001,Y20-64,6
2012,6,FRF,Grand Est,1,M,ED0-2,educL,0,0.188,Y20-64,6
2012,6,FRF,Grand Est,1,M,ED3_4,educM,1,0.087,Y20-64,6
2012,6,FRF,Grand Est,1,M,ED5-8,educH,2,0.063,Y20-64,6
2012,6,FRF,Grand Est,1,M,TOTAL,educALL,-1,0.10400000000000001,Y20-64,6
2012,7,FRG,Pays de la Loire,0,F,ED0-2,educL,0,0.14300000000000002,Y20-64,7
2012,7,FRG,Pays de la Loire,0,F,ED3_4,educM,1,0.09,Y20-64,7
2012,7,FRG,Pays de la Loire,0,F,ED5-8,educH,2,0.044000000000000004,Y20-64,7
2012,7,FRG,Pays de la Loire,0,F,TOTAL,educALL,-1,0.086,Y20-64,7
2012,7,FRG,Pays de la Loire,1,M,ED0-2,educL,0,0.13,Y20-64,7
2012,7,FRG,Pays de la Loire,1,M,ED3_4,educM,1,0.064,Y20-64,7
2012,7,FRG,Pays de la Loire,1,M,ED5-8,educH,2,0.052000000000000005,Y20-64,7
2012,7,FRG,Pays de la Loire,1,M,TOTAL,educALL,-1,0.073,Y20-64,7
2012,8,FRH,Bretagne,0,F,ED0-2,educL,0,0.1,Y20-64,8
2012,8,FRH,Bretagne,0,F,ED3_4,educM,1,0.07400000000000001,Y20-64,8
2012,8,FRH,Bretagne,0,F,ED5-8,educH,2,0.076,Y20-64,8
2012,8,FRH,Bretagne,0,F,TOTAL,educALL,-1,0.079,Y20-64,8
2012,8,FRH,Bretagne,1,M,ED0-2,educL,0,0.127,Y20-64,8
2012,8,FRH,Bretagne,1,M,ED3_4,educM,1,0.075,Y20-64,8
2012,8,FRH,Bretagne,1,M,ED5-8,educH,2,0.054000000000000006,Y20-64,8
2012,8,FRH,Bretagne,1,M,TOTAL,educALL,-1,0.076,Y20-64,8
2012,9,FRI,Nouvelle-Aquitaine,0,F,ED0-2,educL,0,0.141,Y20-64,9
2012,9,FRI,Nouvelle-Aquitaine,0,F,ED3_4,educM,1,0.08900000000000001,Y20-64,9
2012,9,FRI,Nouvelle-Aquitaine,0,F,ED5-8,educH,2,0.053,Y20-64,9
2012,9,FRI,Nouvelle-Aquitaine,0,F,TOTAL,educALL,-1,0.087,Y20-64,9
2012,9,FRI,Nouvelle-Aquitaine,1,M,ED0-2,educL,0,0.121,Y20-64,9
2012,9,FRI,Nouvelle-Aquitaine,1,M,ED3_4,educM,1,0.075,Y20-64,9
2012,9,FRI,Nouvelle-Aquitaine,1,M,ED5-8,educH,2,0.057,Y20-64,9
2012,9,FRI,Nouvelle-Aquitaine,1,M,TOTAL,educALL,-1,0.081,Y20-64,9
2012,10,FRJ,Occitanie,0,F,ED0-2,educL,0,0.18600000000000003,Y20-64,10
2012,10,FRJ,Occitanie,0,F,ED3_4,educM,1,0.115,Y20-64,10
2012,10,FRJ,Occitanie,0,F,ED5-8,educH,2,0.071,Y20-64,10
2012,10,FRJ,Occitanie,0,F,TOTAL,educALL,-1,0.113,Y20-64,10
2012,10,FRJ,Occitanie,1,M,ED0-2,educL,0,0.16399999999999998,Y20-64,10
2012,10,FRJ,Occitanie,1,M,ED3_4,educM,1,0.1,Y20-64,10
2012,10,FRJ,Occitanie,1,M,ED5-8,educH,2,0.071,Y20-64,10
2012,10,FRJ,Occitanie,1,M,TOTAL,educALL,-1,0.106,Y20-64,10
2012,11,FRK,Auvergne-Rhône-Alpes,0,F,ED0-2,educL,0,0.134,Y20-64,11
2012,11,FRK,Auvergne-Rhône-Alpes,0,F,ED3_4,educM,1,0.087,Y20-64,11
2012,11,FRK,Auvergne-Rhône-Alpes,0,F,ED5-8,educH,2,0.047,Y20-64,11
2012,11,FRK,Auvergne-Rhône-Alpes,0,F,TOTAL,educALL,-1,0.081,Y20-64,11
2012,11,FRK,Auvergne-Rhône-Alpes,1,M,ED0-2,educL,0,0.124,Y20-64,11
2012,11,FRK,Auvergne-Rhône-Alpes,1,M,ED3_4,educM,1,0.077,Y20-64,11
2012,11,FRK,Auvergne-Rhône-Alpes,1,M,ED5-8,educH,2,0.05,Y20-64,11
2012,11,FRK,Auvergne-Rhône-Alpes,1,M,TOTAL,educALL,-1,0.078,Y20-64,11
2012,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED0-2,educL,0,0.14800000000000002,Y20-64,12
2012,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED3_4,educM,1,0.107,Y20-64,12
2012,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED5-8,educH,2,0.06,Y20-64,12
2012,12,FRL,Provence-Alpes-Côte d’Azur,0,F,TOTAL,educALL,-1,0.099,Y20-64,12
2012,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED0-2,educL,0,0.136,Y20-64,12
2012,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED3_4,educM,1,0.084,Y20-64,12
2012,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED5-8,educH,2,0.05,Y20-64,12
2012,12,FRL,Provence-Alpes-Côte d’Azur,1,M,TOTAL,educALL,-1,0.087,Y20-64,12
2012,13,FRM,Corse,0,F,ED0-2,educL,0,,Y20-64,13
2012,13,FRM,Corse,0,F,ED3_4,educM,1,,Y20-64,13
2012,13,FRM,Corse,0,F,ED5-8,educH,2,,Y20-64,13
2012,13,FRM,Corse,0,F,TOTAL,educALL,-1,,Y20-64,13
2012,13,FRM,Corse,1,M,ED0-2,educL,0,,Y20-64,13
2012,13,FRM,Corse,1,M,ED3_4,educM,1,,Y20-64,13
2012,13,FRM,Corse,1,M,ED5-8,educH,2,,Y20-64,13
2012,13,FRM,Corse,1,M,TOTAL,educALL,-1,,Y20-64,13
2012,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED0-2,educL,0,0.36700000000000005,Y20-64,14
2012,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED3_4,educM,1,0.27699999999999997,Y20-64,14
2012,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED5-8,educH,2,0.105,Y20-64,14
2012,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,TOTAL,educALL,-1,0.263,Y20-64,14
2012,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED0-2,educL,0,0.313,Y20-64,14
2012,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED3_4,educM,1,0.215,Y20-64,14
2012,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED5-8,educH,2,0.071,Y20-64,14
2012,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,TOTAL,educALL,-1,0.22399999999999998,Y20-64,14
2013,0,FR,France,0,F,ED0-2,educL,0,0.16399999999999998,Y20-64,0
2013,0,FR,France,0,F,ED3_4,educM,1,0.105,Y20-64,0
2013,0,FR,France,0,F,ED5-8,educH,2,0.06,Y20-64,0
2013,0,FR,France,0,F,TOTAL,educALL,-1,0.099,Y20-64,0
2013,0,FR,France,1,M,ED0-2,educL,0,0.166,Y20-64,0
2013,0,FR,France,1,M,ED3_4,educM,1,0.098,Y20-64,0
2013,0,FR,France,1,M,ED5-8,educH,2,0.061,Y20-64,0
2013,0,FR,France,1,M,TOTAL,educALL,-1,0.10099999999999999,Y20-64,0
2013,1,FR1,Ile de France,0,F,ED0-2,educL,0,0.13,Y20-64,1
2013,1,FR1,Ile de France,0,F,ED3_4,educM,1,0.086,Y20-64,1
2013,1,FR1,Ile de France,0,F,ED5-8,educH,2,0.057,Y20-64,1
2013,1,FR1,Ile de France,0,F,TOTAL,educALL,-1,0.081,Y20-64,1
2013,1,FR1,Ile de France,1,M,ED0-2,educL,0,0.138,Y20-64,1
2013,1,FR1,Ile de France,1,M,ED3_4,educM,1,0.10400000000000001,Y20-64,1
2013,1,FR1,Ile de France,1,M,ED5-8,educH,2,0.067,Y20-64,1
2013,1,FR1,Ile de France,1,M,TOTAL,educALL,-1,0.096,Y20-64,1
2013,2,FRB,Centre — Val de Loire,0,F,ED0-2,educL,0,0.163,Y20-64,2
2013,2,FRB,Centre — Val de Loire,0,F,ED3_4,educM,1,0.099,Y20-64,2
2013,2,FRB,Centre — Val de Loire,0,F,ED5-8,educH,2,0.055999999999999994,Y20-64,2
2013,2,FRB,Centre — Val de Loire,0,F,TOTAL,educALL,-1,0.098,Y20-64,2
2013,2,FRB,Centre — Val de Loire,1,M,ED0-2,educL,0,0.17600000000000002,Y20-64,2
2013,2,FRB,Centre — Val de Loire,1,M,ED3_4,educM,1,0.10400000000000001,Y20-64,2
2013,2,FRB,Centre — Val de Loire,1,M,ED5-8,educH,2,0.055999999999999994,Y20-64,2
2013,2,FRB,Centre — Val de Loire,1,M,TOTAL,educALL,-1,0.107,Y20-64,2
2013,3,FRC,Bourgogne-Franche-Comté,0,F,ED0-2,educL,0,0.154,Y20-64,3
2013,3,FRC,Bourgogne-Franche-Comté,0,F,ED3_4,educM,1,0.10300000000000001,Y20-64,3
2013,3,FRC,Bourgogne-Franche-Comté,0,F,ED5-8,educH,2,0.05,Y20-64,3
2013,3,FRC,Bourgogne-Franche-Comté,0,F,TOTAL,educALL,-1,0.09699999999999999,Y20-64,3
2013,3,FRC,Bourgogne-Franche-Comté,1,M,ED0-2,educL,0,0.139,Y20-64,3
2013,3,FRC,Bourgogne-Franche-Comté,1,M,ED3_4,educM,1,0.10800000000000001,Y20-64,3
2013,3,FRC,Bourgogne-Franche-Comté,1,M,ED5-8,educH,2,0.06,Y20-64,3
2013,3,FRC,Bourgogne-Franche-Comté,1,M,TOTAL,educALL,-1,0.102,Y20-64,3
2013,4,FRD,Normandie,0,F,ED0-2,educL,0,0.16899999999999998,Y20-64,4
2013,4,FRD,Normandie,0,F,ED3_4,educM,1,0.09699999999999999,Y20-64,4
2013,4,FRD,Normandie,0,F,ED5-8,educH,2,0.052000000000000005,Y20-64,4
2013,4,FRD,Normandie,0,F,TOTAL,educALL,-1,0.098,Y20-64,4
2013,4,FRD,Normandie,1,M,ED0-2,educL,0,0.166,Y20-64,4
2013,4,FRD,Normandie,1,M,ED3_4,educM,1,0.094,Y20-64,4
2013,4,FRD,Normandie,1,M,ED5-8,educH,2,0.062,Y20-64,4
2013,4,FRD,Normandie,1,M,TOTAL,educALL,-1,0.10099999999999999,Y20-64,4
2013,5,FRE,Hauts-de-France,0,F,ED0-2,educL,0,0.209,Y20-64,5
2013,5,FRE,Hauts-de-France,0,F,ED3_4,educM,1,0.145,Y20-64,5
2013,5,FRE,Hauts-de-France,0,F,ED5-8,educH,2,0.06,Y20-64,5
2013,5,FRE,Hauts-de-France,0,F,TOTAL,educALL,-1,0.129,Y20-64,5
2013,5,FRE,Hauts-de-France,1,M,ED0-2,educL,0,0.23600000000000002,Y20-64,5
2013,5,FRE,Hauts-de-France,1,M,ED3_4,educM,1,0.125,Y20-64,5
2013,5,FRE,Hauts-de-France,1,M,ED5-8,educH,2,0.055,Y20-64,5
2013,5,FRE,Hauts-de-France,1,M,TOTAL,educALL,-1,0.132,Y20-64,5
2013,6,FRF,Grand Est,0,F,ED0-2,educL,0,0.177,Y20-64,6
2013,6,FRF,Grand Est,0,F,ED3_4,educM,1,0.106,Y20-64,6
2013,6,FRF,Grand Est,0,F,ED5-8,educH,2,0.064,Y20-64,6
2013,6,FRF,Grand Est,0,F,TOTAL,educALL,-1,0.106,Y20-64,6
2013,6,FRF,Grand Est,1,M,ED0-2,educL,0,0.185,Y20-64,6
2013,6,FRF,Grand Est,1,M,ED3_4,educM,1,0.083,Y20-64,6
2013,6,FRF,Grand Est,1,M,ED5-8,educH,2,0.07200000000000001,Y20-64,6
2013,6,FRF,Grand Est,1,M,TOTAL,educALL,-1,0.1,Y20-64,6
2013,7,FRG,Pays de la Loire,0,F,ED0-2,educL,0,0.131,Y20-64,7
2013,7,FRG,Pays de la Loire,0,F,ED3_4,educM,1,0.091,Y20-64,7
2013,7,FRG,Pays de la Loire,0,F,ED5-8,educH,2,0.063,Y20-64,7
2013,7,FRG,Pays de la Loire,0,F,TOTAL,educALL,-1,0.08900000000000001,Y20-64,7
2013,7,FRG,Pays de la Loire,1,M,ED0-2,educL,0,0.146,Y20-64,7
2013,7,FRG,Pays de la Loire,1,M,ED3_4,educM,1,0.07,Y20-64,7
2013,7,FRG,Pays de la Loire,1,M,ED5-8,educH,2,0.057,Y20-64,7
2013,7,FRG,Pays de la Loire,1,M,TOTAL,educALL,-1,0.08,Y20-64,7
2013,8,FRH,Bretagne,0,F,ED0-2,educL,0,0.153,Y20-64,8
2013,8,FRH,Bretagne,0,F,ED3_4,educM,1,0.081,Y20-64,8
2013,8,FRH,Bretagne,0,F,ED5-8,educH,2,0.063,Y20-64,8
2013,8,FRH,Bretagne,0,F,TOTAL,educALL,-1,0.08199999999999999,Y20-64,8
2013,8,FRH,Bretagne,1,M,ED0-2,educL,0,0.11699999999999999,Y20-64,8
2013,8,FRH,Bretagne,1,M,ED3_4,educM,1,0.07200000000000001,Y20-64,8
2013,8,FRH,Bretagne,1,M,ED5-8,educH,2,0.049,Y20-64,8
2013,8,FRH,Bretagne,1,M,TOTAL,educALL,-1,0.071,Y20-64,8
2013,9,FRI,Nouvelle-Aquitaine,0,F,ED0-2,educL,0,0.127,Y20-64,9
2013,9,FRI,Nouvelle-Aquitaine,0,F,ED3_4,educM,1,0.086,Y20-64,9
2013,9,FRI,Nouvelle-Aquitaine,0,F,ED5-8,educH,2,0.066,Y20-64,9
2013,9,FRI,Nouvelle-Aquitaine,0,F,TOTAL,educALL,-1,0.086,Y20-64,9
2013,9,FRI,Nouvelle-Aquitaine,1,M,ED0-2,educL,0,0.121,Y20-64,9
2013,9,FRI,Nouvelle-Aquitaine,1,M,ED3_4,educM,1,0.08900000000000001,Y20-64,9
2013,9,FRI,Nouvelle-Aquitaine,1,M,ED5-8,educH,2,0.055,Y20-64,9
2013,9,FRI,Nouvelle-Aquitaine,1,M,TOTAL,educALL,-1,0.086,Y20-64,9
2013,10,FRJ,Occitanie,0,F,ED0-2,educL,0,0.16899999999999998,Y20-64,10
2013,10,FRJ,Occitanie,0,F,ED3_4,educM,1,0.109,Y20-64,10
2013,10,FRJ,Occitanie,0,F,ED5-8,educH,2,0.063,Y20-64,10
2013,10,FRJ,Occitanie,0,F,TOTAL,educALL,-1,0.099,Y20-64,10
2013,10,FRJ,Occitanie,1,M,ED0-2,educL,0,0.184,Y20-64,10
2013,10,FRJ,Occitanie,1,M,ED3_4,educM,1,0.10300000000000001,Y20-64,10
2013,10,FRJ,Occitanie,1,M,ED5-8,educH,2,0.054000000000000006,Y20-64,10
2013,10,FRJ,Occitanie,1,M,TOTAL,educALL,-1,0.10400000000000001,Y20-64,10
2013,11,FRK,Auvergne-Rhône-Alpes,0,F,ED0-2,educL,0,0.136,Y20-64,11
2013,11,FRK,Auvergne-Rhône-Alpes,0,F,ED3_4,educM,1,0.095,Y20-64,11
2013,11,FRK,Auvergne-Rhône-Alpes,0,F,ED5-8,educH,2,0.046,Y20-64,11
2013,11,FRK,Auvergne-Rhône-Alpes,0,F,TOTAL,educALL,-1,0.08199999999999999,Y20-64,11
2013,11,FRK,Auvergne-Rhône-Alpes,1,M,ED0-2,educL,0,0.134,Y20-64,11
2013,11,FRK,Auvergne-Rhône-Alpes,1,M,ED3_4,educM,1,0.077,Y20-64,11
2013,11,FRK,Auvergne-Rhône-Alpes,1,M,ED5-8,educH,2,0.055,Y20-64,11
2013,11,FRK,Auvergne-Rhône-Alpes,1,M,TOTAL,educALL,-1,0.08,Y20-64,11
2013,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED0-2,educL,0,0.151,Y20-64,12
2013,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED3_4,educM,1,0.12,Y20-64,12
2013,12,FRL,Provence-Alpes-Côte d’Azur,0,F,ED5-8,educH,2,0.071,Y20-64,12
2013,12,FRL,Provence-Alpes-Côte d’Azur,0,F,TOTAL,educALL,-1,0.107,Y20-64,12
2013,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED0-2,educL,0,0.13699999999999998,Y20-64,12
2013,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED3_4,educM,1,0.111,Y20-64,12
2013,12,FRL,Provence-Alpes-Côte d’Azur,1,M,ED5-8,educH,2,0.07400000000000001,Y20-64,12
2013,12,FRL,Provence-Alpes-Côte d’Azur,1,M,TOTAL,educALL,-1,0.105,Y20-64,12
2013,13,FRM,Corse,0,F,ED0-2,educL,0,0.23600000000000002,Y20-64,13
2013,13,FRM,Corse,0,F,ED3_4,educM,1,0.125,Y20-64,13
2013,13,FRM,Corse,0,F,ED5-8,educH,2,0.096,Y20-64,13
2013,13,FRM,Corse,0,F,TOTAL,educALL,-1,0.145,Y20-64,13
2013,13,FRM,Corse,1,M,ED0-2,educL,0,0.114,Y20-64,13
2013,13,FRM,Corse,1,M,ED3_4,educM,1,0.071,Y20-64,13
2013,13,FRM,Corse,1,M,ED5-8,educH,2,0.091,Y20-64,13
2013,13,FRM,Corse,1,M,TOTAL,educALL,-1,0.09,Y20-64,13
2013,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED0-2,educL,0,0.368,Y20-64,14
2013,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED3_4,educM,1,0.293,Y20-64,14
2013,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,ED5-8,educH,2,0.11,Y20-64,14
2013,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,0,F,TOTAL,educALL,-1,0.268,Y20-64,14
2013,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED0-2,educL,0,0.331,Y20-64,14
2013,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED3_4,educM,1,0.23199999999999998,Y20-64,14
2013,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,ED5-8,educH,2,0.075,Y20-64,14
2013,14,FRY,RUP FR — Régions Ultrapériphériques Françaises,1,M,TOTAL,educALL,-1,0.237,Y20-64,14
2014,0,FR,France,0,F,ED0-2,educL,0,0.154,Y20-64,0
2014,0,FR,France,0,F,ED3_4,educM,1,0.106,Y20-64,0
2014,0,FR,France,0,F,ED5-8,educH,2,0.063,Y20-64,0
2014,0,FR,France,0,F,TOTAL,educALL,-1,0.09699999999999999,Y20-64,0
2014,0,FR,France,1,M,ED0-2,educL,0,0.172,Y20-64,0
2014,0,FR,France,1,M,ED3_4,educM,1,0.099,Y20-64,0
2014,0,FR,France,1,M,ED5-8,educH,2,0.064,Y20-64,0
2014,0,FR,France,1,M,TOTAL,educALL,-1,0.102,Y20-64,0
2014,1,FR1,Ile de France,0,F,ED0-2,educL,0,0.121,Y20-64,1
2014,1,FR1,Ile de France,0,F,ED3_4,educM,1,0.10099999999999999,Y20-64,1
2014,1,FR1,Ile de France,0,F,ED5-8,educH,2,0.069,Y20-64,1
2014,1,FR1,Ile de France,0,F,TOTAL,educALL,-1,0.08900000000000001,Y20-64,1
2014,1,FR1,Ile de France,1,M,ED0-2,educL,0,0.162,Y20-64,1
2014,1,FR1,Ile de France,1,M,ED3_4,educM,1,0.102,Y20-64,1
2014,1,FR1,Ile de France,1,M,ED5-8,educH,2,0.071,Y20-64,1
2014,1,FR1,Ile de France,1,M,TOTAL,educALL,-1,0.1,Y20-64,1
2014,2,FRB,Centre — Val de Loire,0,F,ED0-2,educL,0,0.124,Y20-64,2
2014,2,FRB,Centre — Val de Loire,0,F,ED3_4,educM,1,0.106,Y20-64,2
2014,2,FRB,Centre — Val de Loire,0,F,ED5-8,educH,2,0.062,Y20-64,2
2014,2,FRB,Centre — Val de Loire,0,F,TOTAL,educALL,-1,0.094,Y20-64,2
2014,2,FRB,Centre — Val de Loire,1,M,ED0-2,educL,0,0.139,Y20-64,2
2014,2,FRB,Centre — Val de Loire,1,M,ED3_4,educM,1,0.09300000000000001,Y20-64,2
2014,2,FRB,Centre — Val de Loire,1,M,ED5-8,educH,2,0.046,Y20-64,2
2014,2,FRB,Centre — Val de Loire,1,M,TOTAL,educALL,-1,0.091,Y20-64,2
2014,3,FRC,Bourgogne-Franche-Comté,0,F,ED0-2,educL,0,0.139,Y20-64,3
2014,3,FRC,Bourgogne-Franche-Comté,0,F,ED3_4,educM,1,0.107,Y20-64,3
2014,3,FRC,Bourgogne-Franche-Comté,0,F,ED5-8,educH,2,0.046,Y20-64,3
2014,3,FRC,Bourgogne-Franche-Comté,0,F,TOTAL,educALL,-1,0.092,Y20-64,3
2014,3,FRC,Bourgogne-Franche-Comté,1,M,ED0-2,educL,0,0.147,Y20-64,3
2014,3,FRC,Bourgogne-Franche-Comté,1,M,ED3_4,educM,1,0.105,Y20-64,3
2014,3,FRC,Bourgogne-Franche-Comté,1,M,ED5-8,educH,2,0.092,Y20-64,3
2014,3,FRC,Bourgogne-Franche-Comté,1,M,TOTAL,educALL,-1,0.109,Y20-64,3
2014,4,FRD,Normandie,0,F,ED0-2,educL,0,0.163,Y20-64,4
2014,4,FRD,Normandie,0,F,ED3_4,educM,1,0.107,Y20-64,4
2014,4,FRD,Normandie,0,F,ED5-8,educH,2,0.057,Y20-64,4
2014,4,FRD,Normandie,0,F,TOTAL,educALL,-1,0.102,Y20-64,4
2014,4,FRD,Normandie,1,M,ED0-2,educL,0,0.168,Y20-64,4
2014,4,FRD,Normandie,1,M,ED3_4,educM,1,0.084,Y20-64,4
