hh,year,status,tudef,joint_dispy_abs_diff,clean_joint_dispy,stored_joint_dispy,ils_ben_max_abs,ils_tax_max_abs,ils_origy_max_abs,ils_sicdy_max_abs,localised_to
100000029100,2015,PASS,0,0.0,2892.89201159852,2892.89201159852,0.0,0.0,0.0,0.0,
100000029600,2015,PASS,0,0.0,6206.5356980109755,6206.5356980109755,0.0,0.0,0.0,0.0,
100000029800,2015,FAIL,0,316.8540355570394,3649.291352286091,3332.4373167290514,185.54,131.3140355570397,0.0,0.0,ils_ben
100000029900,2015,FAIL,0,129.35000000000036,3711.7822638335992,3841.1322638335996,129.99999999999997,0.6499999999999773,0.0,0.0,ils_ben
100000031400,2015,FAIL,0,129.34999999999945,3277.58140668988,3406.9314066898796,130.0,0.6499999999999915,0.0,0.0,ils_ben
100000031700,2015,FAIL,0,788.5735572929825,7282.705328781816,8071.278886074799,499.6500000000001,122.23180729298383,0.0,0.0,ils_ben
100000032000,2015,FAIL,0,14.678283333332729,7345.619642942233,7360.297926275566,333.01,316.66666666666663,0.0,0.0,ils_ben
100000033100,2015,FAIL,0,183.85058886149,4223.132609049334,4039.282020187844,130.0,53.85058886148951,0.0,0.0,ils_ben
100000033400,2015,FAIL,0,999.7586499999998,7664.348357128167,8664.107007128167,333.08,499.1540500000001,0.0,0.0,ils_tax
100000034000,2015,PASS,0,0.0,4650.6427696459505,4650.6427696459505,0.0,0.0,0.0,0.0,
100000034900,2015,PASS,0,0.0,3424.374012884461,3424.374012884461,0.0,0.0,0.0,0.0,
100000035000,2015,FAIL,0,263.00838333333286,4289.51402449954,4552.522407832873,194.99,68.01838333333347,0.0,0.0,ils_ben
100000036600,2015,PASS,0,0.0,4020.635242808273,4020.635242808273,0.0,0.0,0.0,0.0,
100000036900,2015,FAIL,0,740.3265726771133,5587.904358555936,6328.230931233049,463.05999999999995,332.9431928391305,0.0,0.0,ils_ben
100000038500,2015,PASS,0,0.0,2220.987598526282,2220.987598526282,0.0,0.0,0.0,0.0,
100000039800,2015,FAIL,0,559.2799605969476,4589.8972941105185,5149.177254707466,333.08,58.67536059694743,0.0,0.0,ils_ben
100000042100,2015,FAIL,0,327.4705658383309,4131.517284958566,3804.046719120235,185.54000000000002,141.9305658383306,0.0,0.0,ils_ben
100000042300,2015,FAIL,0,336.4231215049613,5006.0954327073605,5342.518554212322,564.6400000000001,56.20367849503958,0.0,0.0,ils_ben
100000042500,2015,PASS,0,0.0,3228.0123969537517,3228.0123969537517,0.0,0.0,0.0,0.0,
100000043000,2015,PASS,0,0.0,4886.226263484388,4886.226263484388,0.0,0.0,0.0,0.0,
100000045600,2015,FAIL,0,644.78031365895,5273.923815594169,5918.704129253119,333.08,311.7003136589503,0.0,0.0,ils_ben
