stacked_hh_uid,data_year,exposed_prob_mass,chosen_alt_exposed
100000052900,2015,2.8520353525809417e-05,1
100000054000,2015,0.00018273919967361416,1
100000054100,2015,4.122451125129523e-05,1
100000054200,2015,0.0003154448650025637,1
100000054500,2015,0.0002568611061168701,1
100000054900,2015,3.867210350532518e-05,1
100000055900,2015,0.001045065938453816,1
100000056700,2015,0.00012170408130504761,1
100000056800,2015,3.452631105624174e-05,1
100000057900,2015,7.194991756007177e-05,1
100000058600,2015,0.0005658732153808846,1
100000058700,2015,0.00034075805886721707,1
100000058900,2015,0.00018201518643074625,1
100000059400,2015,0.00013833796397514592,1
100000061300,2015,0.003272767749158103,1
100000061600,2015,2.9055869861282033e-05,1
100000062300,2015,1.5053194669176959e-05,1
100000063500,2015,1.5390333227840763e-08,1
100000063800,2015,2.8239639960795543e-05,1
100000063900,2015,0.0006635533262292171,1
100000064600,2015,0.0001657709628655097,1
100000065500,2015,0.00017828888509755335,1
100000065900,2015,0.0012449630975152014,1
100000067700,2015,0.0005215213993807798,1
100000067900,2015,0.0012259111330314547,1
100000068100,2015,3.338918172939423e-05,1
100000068300,2015,0.023938682797949324,1
100000068400,2015,6.72364700971191e-05,1
100000068500,2015,0.00018113732967378707,1
100000069000,2015,0.00021726185392186362,1
100000070200,2015,0.0001629521503890017,1
100000070500,2015,0.0007079215759591912,1
100000071100,2015,1.1175976387269745e-05,1
100000071300,2015,1.406394985105133e-05,1
100000071700,2015,0.0015591135730776506,1
100000072400,2015,4.396671118226501e-05,1
100000072700,2015,0.00012061134277856649,1
100000072800,2015,5.47076296264074e-06,1
100000073500,2015,6.098843776127965e-05,1
100000074000,2015,0.000408116916918233,1
100000074600,2015,7.675847310671865e-05,1
100000075500,2015,0.00012119792144616863,1
100000076400,2015,0.0002855785122252683,1
100000076500,2015,0.00022967719994211952,1
100000076700,2015,0.002471679513681552,1
100000077300,2015,9.321926799128288e-06,1
100000077700,2015,0.00015941738589047533,1
100000077900,2015,0.00028111231607478286,1
100000078900,2015,0.00013306030919821827,1
100000079000,2015,4.713288799125081e-05,1
100000079500,2015,0.00024784593690628135,1
100000079800,2015,2.1094252970970237e-05,1
100000080800,2015,2.732248604648519e-05,1
100000081600,2015,5.777371214545417e-05,1
100000082000,2015,5.515378160927191e-05,1
100000082400,2015,3.2498582629732574e-06,1
100000082600,2015,9.091649535929317e-05,1
100000083600,2015,0.00016080094407979148,1
100000083700,2015,4.831540180255348e-05,1
100000083900,2015,8.930705060835103e-06,1
100000084400,2015,2.1130907079587934e-05,1
100000084500,2015,0.00018618172427854884,1
100000086200,2015,0.05358712478581069,1
100000086300,2015,0.0034781577484786024,1
100000086400,2015,7.180351298380102e-05,1
100000086500,2015,1.3005245649805656e-05,1
100000087000,2015,3.716018796698224e-05,1
100000088000,2015,0.0022790148094082607,1
100000088100,2015,0.000554514430011596,1
100000088400,2015,9.152048646100648e-05,1
100000088700,2015,0.0006184552753641647,1
100000089200,2015,0.0006472018823791004,1
100000089300,2015,0.002734293635019749,1
100000089500,2015,0.010768887441751482,1
100000089700,2015,0.00010854503977537242,1
100000090700,2015,0.00034214286686015514,1
100000092500,2015,2.13146654314943e-05,1
100000092600,2015,0.00029155294982065663,1
100000093300,2015,0.0006756318597355251,1
100000094800,2015,3.146929382396242e-05,1
100000095300,2015,0.0017431866187375225,1
100000095500,2015,0.0003239358013018081,1
100000095700,2015,1.9188863771789432e-05,1
100000096500,2015,0.0019368225238319133,1
100000096700,2015,0.001808942980198835,1
100000097500,2015,0.002580501544097842,1
100000098300,2015,0.00114540220022904,1
100000099400,2015,8.724324441917813e-05,1
100000100200,2015,0.0006151152270882804,1
100000101400,2015,1.6472963036117964e-05,1
100000103100,2015,0.0005587579545520199,1
100000103900,2015,9.899143757693691e-05,1
100000104200,2015,0.0010098335292013884,1
100000104400,2015,4.3081278478671475e-05,1
100000105000,2015,0.00020313645203795175,1
100000105100,2015,0.0012428106320826059,1
100000106200,2015,0.0003483808667368427,1
100000108500,2015,0.0007519975980985835,1
100000108700,2015,0.00022029389473759712,1
100000109000,2015,5.717458681551728e-05,1
100000109100,2015,0.00034844950789528775,1
100000109400,2015,9.797539599817865e-05,1
100000110600,2015,0.0002563553278480431,1
100000110900,2015,0.002651686353866406,1
100000111000,2015,0.00021551356857192622,1
100000111100,2015,0.001544356854358803,1
100000111600,2015,0.00031968810934207515,1
100000112800,2015,0.0005399477937731329,1
100000113200,2015,0.0001658597211782614,1
100000113600,2015,0.0002572844940815547,1
100000113900,2015,8.665353439713914e-05,1
100000114100,2015,0.0046606633389970715,1
100000114800,2015,3.299400691677313e-05,1
100000115100,2015,0.00029022719898103943,1
100000115300,2015,1.2732996662289438e-05,1
100000115700,2015,7.244982245002963e-05,1
100000116100,2015,0.00012777850989367502,1
100000116200,2015,4.141702898180204e-05,1
100000116500,2015,2.4542943330394813e-05,1
100000116800,2015,0.0004173517764144892,1
100000117600,2015,8.998247210485372e-06,1
100000117800,2015,0.0002909604295401762,1
100000118600,2015,2.2132371920581305e-05,1
100000119000,2015,0.0017991126811929446,1
100000119400,2015,2.479974256349963e-05,1
100000119500,2015,6.596329443515807e-06,1
100000119900,2015,2.8546570454633876e-05,1
100000120500,2015,1.6526269804821474e-05,1
100000121000,2015,0.000624052090169096,1
100000121800,2015,2.0395415949149456e-05,1
100000122500,2015,7.084198379489927e-06,1
100000122700,2015,0.00030593866699685413,1
100000123500,2015,0.0021681518688192606,1
100000123600,2015,8.687745429298686e-06,1
100000124000,2015,0.00030532557219578924,1
100000124500,2015,9.662113114685624e-05,1
100000125100,2015,0.004174398152763932,1
100000126200,2015,0.0003463685964162527,1
100000126500,2015,0.00012640845493889762,1
100000126600,2015,3.2419262951910314e-06,1
100000127200,2015,0.008398918133759406,1
100000127700,2015,0.00030926979164594236,1
100000129100,2015,0.00023879684871929178,1
100000130600,2015,7.136471991797624e-05,1
100000130700,2015,0.00012033657800413386,1
100000131700,2015,0.001373718526173814,1
100000132900,2015,0.000976673352252301,1
100000133400,2015,0.0038632767862937533,1
100000133900,2015,9.038088427259671e-05,1
100000134400,2015,0.0003519397817627769,1
100000135500,2015,0.00020326825325267314,1
100000135700,2015,0.0038090966076032564,1
100000135800,2015,0.0002530875521139277,1
100000136000,2015,0.00010301474102563517,1
100000136100,2015,1.9445802846397223e-05,1
100000136800,2015,0.0004397405848698822,1
100000137800,2015,1.1897219361273605e-05,1
100000138300,2015,0.0011190007288215652,1
100000138800,2015,1.7979128045740113e-05,1
100000139200,2015,0.0003073004515728267,1
100000139500,2015,0.0025263071004469257,1
100000140000,2015,6.548139789801906e-05,1
100000140600,2015,5.049691971849174e-05,1
100000141000,2015,0.0008239542591363305,1
100000141100,2015,2.028060712943486e-05,1
100000141200,2015,0.0010664260430220478,1
100000141600,2015,0.00031974840008966497,1
100000142200,2015,6.496975338243849e-05,1
100000142600,2015,0.0001803777062730511,1
100000143200,2015,1.88243820840963e-05,1
100000143500,2015,1.959075399699109e-05,1
100000144000,2015,0.005554980985365467,1
100000144700,2015,0.0012662135607274577,1
100000144800,2015,0.0001376110938182944,1
100000145100,2015,0.00012605220827484307,1
100000146400,2015,4.8505179530143116e-05,1
100000146600,2015,0.0005137022906870382,1
100000146900,2015,1.5122578659720472e-05,1
100000148000,2015,1.085767860329433e-05,1
100000148900,2015,8.967832234406949e-05,1
100000149200,2015,0.0004468271445213805,1
100000150300,2015,3.2672407547577136e-05,1
100000151800,2015,0.0006535038240030874,1
100000153300,2015,0.022220402900925796,1
100000153600,2015,0.000774304613973075,1
100000154200,2015,0.00037368421374076765,1
100000154700,2015,3.056828448360885e-05,1
100000154800,2015,0.0005177466523384811,1
100000156300,2015,0.0002839661243737365,1
100000156400,2015,3.061177222983915e-05,1
100000156600,2015,4.357316425718832e-05,1
100000156700,2015,0.0038978385491277847,1
100000157200,2015,0.0008696627834624348,1
100000158800,2015,0.00017418003359749346,1
100000159400,2015,4.148889580002605e-06,1
100000161800,2015,4.429956946900167e-05,1
100000161900,2015,0.0008493865327852162,1
100000162000,2015,5.7228716428295895e-05,1
100000162800,2015,0.0004772196331995504,1
100000163100,2015,0.0011830870204427068,1
100000163600,2015,2.0863058900922886e-05,1
100000163700,2015,0.00011216751597535111,1
100000163800,2015,3.176802193768486e-05,1
100000164000,2015,0.002056548829224458,1
100000164100,2015,0.00011100677274444084,1
100000164400,2015,0.00014649555338698794,1
100000164600,2015,0.00045063428381367774,1
100000164800,2015,6.136012048536283e-05,1
100000165000,2015,1.6678869630317866e-05,1
100000165300,2015,0.00013085310448237704,1
100000165800,2015,0.0007093020458612662,1
100000166500,2015,5.55213084624016e-05,1
100000166600,2015,0.007783389541832775,1
100000167100,2015,3.7757115079649814e-05,1
100000167400,2015,0.0011114902258491262,1
100000167500,2015,5.657017975618448e-05,1
100000168100,2015,0.00020164960523046195,1
100000168700,2015,0.002245051364841967,1
100000170200,2015,8.729745889966103e-06,1
100000170400,2015,0.00010894972771838574,1
100000170700,2015,0.00020049794481895436,1
100000171800,2015,0.007570790804604473,1
100000172900,2015,2.439317474986298e-05,1
100000173100,2015,0.0006104828232143534,1
100000173300,2015,6.742301391777047e-05,1
100000173700,2015,0.00029376911317767625,1
100000174100,2015,5.158050889338073e-05,1
100000174200,2015,9.3584471585138e-06,1
100000175400,2015,0.023212207694342304,1
100000176400,2015,0.0006474173922608796,1
100000176900,2015,1.1411930174540765e-05,1
100000177500,2015,0.003898290230000187,1
100000177800,2015,1.8929273168388698e-05,1
100000178400,2015,0.014411869499350683,1
100000179000,2015,0.008326296311921472,1
100000180500,2015,0.0030858091479569988,1
100000180700,2015,9.768792721848186e-05,1
100000182100,2015,2.183554294686582e-05,1
100000182200,2015,0.0029096011135310742,1
100000182700,2015,0.00023100085428865292,1
100000183000,2015,0.00032357089273372713,1
100000183100,2015,7.83804619708608e-05,1
100000183800,2015,0.0008440318189266398,1
100000184100,2015,0.0005759295543543001,1
100000185200,2015,9.365905587080303e-05,1
100000186300,2015,3.30403425137415e-05,1
100000187100,2015,0.0015325486637600492,1
100000187300,2015,0.0005738186507447901,1
100000187500,2015,8.244050994568068e-05,1
100000187900,2015,1.525619110923002e-05,1
100000188400,2015,0.00010464330276091128,1
100000188500,2015,0.00028592408096249475,1
100000189500,2015,5.971890592349963e-05,1
100000190300,2015,0.001224970564632585,1
100000191000,2015,0.00038789296819585506,1
100000191300,2015,2.2104584058978675e-05,1
100000191500,2015,6.871613778502895e-05,1
100000191600,2015,0.0005334638851111603,1
100000191900,2015,0.0010998166431767482,1
100000192700,2015,0.0006155885796507078,1
100000193500,2015,1.5239343178065991e-05,1
100000194300,2015,0.0005303814836313326,1
100000194900,2015,0.0005338676372738775,1
100000196200,2015,2.8058363153764633e-05,1
100000196300,2015,0.00014830418121872173,1
100000197000,2015,0.00030740287736988635,1
100000197200,2015,9.21741719156113e-06,1
100000197300,2015,0.000206595571849785,1
100000197700,2015,0.00041876684108784916,1
100000198500,2015,8.606236925095764e-05,1
100000198700,2015,5.821207108831902e-06,1
100000199100,2015,0.00026813033933119975,1
100000199300,2015,0.007196895736793427,1
100000199700,2015,7.261679313692907e-06,1
100000199900,2015,7.61284333600315e-05,1
100000200000,2015,0.0001396325882784017,1
100000200300,2015,0.00045116253085692685,1
100000200800,2015,0.00025476625853342895,1
100000201400,2015,0.0004214447739119694,1
100000201500,2015,0.0005970249786695522,1
100000202000,2015,7.625150909305859e-05,1
100000202800,2015,7.973016392268738e-05,1
100000203400,2015,6.787712432261194e-05,1
100000203700,2015,1.751513408653638e-05,1
100000204400,2015,0.00013015189933331825,1
100000207000,2015,0.0002707358042841448,1
100000207600,2015,0.00011813840216079727,1
100000208000,2015,4.480825773395967e-05,1
100000208300,2015,9.534999528811749e-06,1
100000209100,2015,7.014412969214586e-05,1
100000209800,2015,0.0010882166107028714,1
100000210100,2015,0.00020067688059551293,1
100000212300,2015,0.001075424300068265,1
100000212900,2015,0.0025571961829647864,1
100000214500,2015,0.00030933237691428787,1
100000215600,2015,0.0001278870072526174,1
100000218800,2015,4.7956562524365445e-06,1
100000219100,2015,0.0013435880520358283,1
100000219200,2015,0.001621916799330319,1
100000219700,2015,3.599287294023492e-05,1
100000220600,2015,0.0004753906707795914,1
100000221000,2015,1.0475349524044436e-05,1
100000221200,2015,4.584998770768724e-05,1
100000221400,2015,9.61198197902394e-05,1
100000221500,2015,8.261349675516161e-05,1
100000222100,2015,2.0305527287424128e-05,1
100000222600,2015,0.001020931226712694,1
100000222700,2015,8.812146746479743e-05,1
100000223700,2015,0.0014631013438047473,1
100000224500,2015,1.7465305163146498e-05,1
100000224900,2015,7.305268804703908e-05,1
100000225100,2015,3.283137462634097e-05,1
100000225400,2015,0.00013778063461821903,1
100000226800,2015,5.697327189827129e-06,1
100000227500,2015,9.958365940722579e-05,1
100000227900,2015,2.1732280151220322e-05,1
100000228500,2015,8.846632504098855e-06,1
100000228700,2015,0.0006201514071403077,1
100000229200,2015,0.023009388929448173,1
100000230000,2015,0.00017484286803712862,1
100000230400,2015,1.5360761809051394e-06,1
100000230500,2015,0.0009256372012082024,1
100000231100,2015,5.049918625462782e-05,1
100000231600,2015,0.00016761767003076392,1
100000231900,2015,0.0024795621268397785,1
100000232800,2015,0.00014571869911967708,1
100000233700,2015,0.002965339378691042,1
100000235400,2015,1.667508303770791e-05,1
100000235700,2015,0.0004568751908403499,1
100000236700,2015,3.601954291097627e-05,1
100000236800,2015,0.00012958114664618492,1
100000237500,2015,0.0006823760040910274,1
100000238600,2015,0.00010780783840894187,1
100000238800,2015,0.00011440677965692115,1
100000239000,2015,0.0012906822670658655,1
100000240300,2015,0.000989995085195857,1
100000240700,2015,0.0004526114230702929,1
100000241100,2015,4.59182372198804e-06,1
100000241900,2015,1.845546817334423e-05,1
100000242800,2015,2.0388813429556306e-05,1
100000243600,2015,0.003209680242497483,1
100000243700,2015,0.0018332942115632047,1
100000244000,2015,0.0010081323060691255,1
100000245100,2015,3.516105552300973e-05,1
100000245800,2015,0.001200550559447327,1
100000246400,2015,0.00018680846564189113,1
100000246700,2015,2.1983324116668694e-05,1
100000247000,2015,0.0003046225466497312,1
100000248200,2015,0.006156113669590201,1
100000248900,2015,3.0950415403669164e-06,1
100000249200,2015,0.002015346578146966,1
100000250100,2015,0.0004385999519197923,1
100000251000,2015,0.00013839282072271953,1
100000252200,2015,0.03707501569842536,1
100000252400,2015,7.015507295199596e-05,1
100000252800,2015,5.8036067050037344e-06,1
100000253100,2015,6.36715583327149e-06,1
100000253200,2015,1.1245928364385693e-05,1
100000253300,2015,9.371584590994496e-06,1
100000253800,2015,0.00016579966587751106,1
100000253900,2015,3.2176916980822625e-05,1
100000254200,2015,0.0011668897703063883,1
100000254400,2015,0.00026956533334381044,1
100000254600,2015,0.0004827565663167873,1
100000255100,2015,3.378587162824532e-05,1
100000255600,2015,6.914603106848937e-06,1
100000255700,2015,0.0003495778894638215,1
100000256500,2015,3.42875779189766e-05,1
100000257300,2015,0.00016117200316763202,1
100000257600,2015,0.0005174329685191043,1
100000257700,2015,0.0003653957681040437,1
100000258300,2015,0.0006217377034830467,1
100000258500,2015,5.4008157147342335e-05,1
100000258700,2015,4.332745220610956e-05,1
100000259200,2015,1.7267940890907865e-05,1
100000259800,2015,0.000442362161113746,1
100000259900,2015,0.002698044557780201,1
100000261500,2015,6.18413719778943e-06,1
100000261800,2015,0.00014720228404610565,1
100000262000,2015,0.00013804171829507266,1
100000262800,2015,0.0005271394237459414,1
100000264300,2015,0.0002819018538542524,1
100000265100,2015,3.3221802718314466e-05,1
100000265800,2015,2.2936434057572906e-05,1
100000266100,2015,0.0001740745602571631,1
100000266200,2015,0.0005680447478212788,1
100000266600,2015,0.00011169762451145595,1
100000267600,2015,9.112261798902662e-05,1
100000267700,2015,2.6080282002936788e-05,1
100000267800,2015,6.408884229445841e-05,1
100000268100,2015,1.0126697324146616e-05,1
100000268800,2015,3.7216407883362317e-05,1
100000270600,2015,7.826882076810625e-06,1
100000271000,2015,5.598061719716706e-05,1
100000271700,2015,0.000947305748386978,1
100000272300,2015,9.749360807731911e-05,1
100000272600,2015,0.00010846814928965141,1
100000272700,2015,0.000224669817322476,1
100000273800,2015,0.0006118490096672979,1
100000274100,2015,0.00015879107488422982,1
100000275000,2015,1.864930095002384e-05,1
100000275200,2015,0.00022775487343123583,1
100000275900,2015,0.0002277560772004875,1
100000276000,2015,7.978252151442188e-06,1
100000276100,2015,0.0004529600414561027,1
100000276700,2015,0.0003018701391900177,1
100000276800,2015,0.00600527259463666,1
100000276900,2015,0.001243446808605043,1
100000277000,2015,0.00012289647887736444,1
100000277100,2015,0.002118126379378869,1
100000277300,2015,7.336884050238847e-06,1
100000278000,2015,0.002730663649112907,1
100000278200,2015,1.9599261027242227e-05,1
100000279000,2015,0.00021317389352288593,1
100000280000,2015,3.344773346659223e-05,1
100000280400,2015,0.00023468492340209129,1
100000281400,2015,0.000629401348191826,1
100000281500,2015,1.908793881403967e-05,1
100000281600,2015,3.536444748050492e-05,1
100000281700,2015,2.8260755185307596e-05,1
100000282200,2015,0.00019675022495332334,1
100000283100,2015,6.742357305754076e-05,1
100000284000,2015,0.001950635221099091,1
100000285100,2015,4.3875274358829684e-05,1
100000285400,2015,5.756371635020564e-05,1
100000285500,2015,0.00012594505987971387,1
100000286100,2015,7.235342432526805e-05,1
100000286400,2015,0.00023404138992995737,1
100000286500,2015,0.00051407865827383,1
100000286900,2015,0.00034115901835584734,1
100000287100,2015,8.243358526007873e-06,1
100000287200,2015,0.0002531189920061917,1
100000287500,2015,0.02164714739518541,1
100000287900,2015,0.00022210632911809112,1
100000288800,2015,0.0004425414004001081,1
100000289500,2015,0.011340669245877948,1
100000290000,2015,4.1910907014718225e-05,1
100000290400,2015,0.0003652875995196722,1
100000290800,2015,8.18359048221774e-06,1
100000291100,2015,4.0911582322101506e-06,1
100000291600,2015,0.0068229801107284735,1
100000291900,2015,0.00019532138710491085,1
100000292700,2015,9.001826955433434e-05,1
100000293200,2015,0.0011745057935226139,1
100000293400,2015,9.626358245983265e-05,1
100000293700,2015,0.00016040153933146811,1
100000295000,2015,6.039385485897429e-05,1
100000295200,2015,6.542615564618108e-05,1
100000296600,2015,1.444745852745309e-05,1
100000296800,2015,0.00021558642576442998,1
100000296900,2015,0.0018649145023115952,1
100000297000,2015,0.00020381891124493726,1
100000297100,2015,0.00034649708419264686,1
100000297500,2015,0.00037258969132522726,1
100000298900,2015,9.489218640006602e-05,1
100000299000,2015,9.278994317326561e-05,1
100000299600,2015,2.5330503521269282e-05,1
100000299700,2015,0.0002105702711928839,1
100000299800,2015,3.1142737658731e-05,1
100000300000,2015,0.00011751228011446973,1
100000300600,2015,0.0023637496991628744,1
100000301200,2015,4.299921081609085e-05,1
100000301600,2015,0.013585262689926247,1
100000301900,2015,0.00047698889668387566,1
100000303000,2015,0.022829495098499825,1
100000303200,2015,1.84655707144094e-05,1
100000304100,2015,5.558150613115205e-05,1
100000304200,2015,1.2902928708426563e-05,1
100000305000,2015,2.871978609542297e-05,1
100000305900,2015,2.822285164460874e-05,1
100000307200,2015,0.00020957097214703173,1
100000307300,2015,0.0008499574779426079,1
100000307800,2015,6.931295291728734e-06,1
100000308300,2015,1.5696420814061836e-05,1
100000308500,2015,0.00023542613762014795,1
100000309200,2015,0.00017992037052221393,1
100000309900,2015,4.216952901790152e-05,1
100000310000,2015,2.209566826014521e-05,1
100000310200,2015,0.00019257822805771074,1
100000310800,2015,6.688873127337207e-06,1
100000311700,2015,6.525933898024138e-05,1
100000314400,2015,0.0006312816420967707,1
100000314500,2015,0.0005741167096959579,1
100000314800,2015,0.0004177582638184173,1
100000314900,2015,0.00018767988824858165,1
100000315500,2015,0.0007411638350346601,1
100000315700,2015,0.0005279185063188934,1
100000316300,2015,0.0016341233347415027,1
100000317100,2015,0.008076544463793798,1
100000317300,2015,2.6533310984333413e-05,1
100000317700,2015,0.027630141259535574,1
100000319100,2015,2.458018285893435e-05,1
100000319900,2015,0.00024785733015812353,1
100000320000,2015,4.585606976004138e-05,1
100000320400,2015,1.2591154578288085e-05,1
100000321000,2015,2.920574054910804e-05,1
100000321800,2015,0.0003882473275028297,1
100000322100,2015,0.0006974374513472896,1
100000322300,2015,0.00021005106530950636,1
100000322500,2015,3.0388320443329116e-05,1
100000322900,2015,0.0013200596055881128,1
100000323000,2015,0.00013654980972277816,1
100000323400,2015,3.760795112388227e-05,1
100000324300,2015,1.87264375147369e-05,1
100000326900,2015,3.635013580674664e-05,1
100000328900,2015,0.00011601914768298245,1
100000329900,2015,0.0007832815854418011,1
100000330700,2015,0.00037378682400808396,1
100000330800,2015,9.486724849088797e-05,1
100000332400,2015,4.264010699881853e-05,1
100000332900,2015,0.00030478708901700513,1
100000333300,2015,0.00010385995777291105,1
100000333400,2015,0.0010269535699013945,1
100000333900,2015,0.0015685605333495376,1
100000334400,2015,5.106519064542151e-05,1
100000335200,2015,0.00010478979460831707,1
100000335400,2015,0.0008557117934783262,1
100000335900,2015,0.00018714481421258254,1
100000336100,2015,0.0012112645063831777,1
100000337300,2015,0.000493889010514991,1
100000339600,2015,0.00013499774450241242,1
100000339700,2015,9.480295833783717e-05,1
100000339900,2015,0.0002393544786834258,1
100000341000,2015,1.914362735902691e-05,1
100000341200,2015,5.83344850066868e-05,1
100000341500,2015,0.0008376186337848234,1
100000341600,2015,0.00034432850854875836,1
100000341800,2015,0.00023401757454912558,1
100000342600,2015,0.0002941459373222644,1
100000342900,2015,0.0011802711148844519,1
100000343100,2015,0.0002933599452818591,1
100000343800,2015,0.000231110171611975,1
100000344800,2015,5.602395888642307e-05,1
100000345600,2015,0.0003783190780843409,1
100000346500,2015,8.913279334699136e-05,1
100000347800,2015,3.730335583277797e-05,1
100000348400,2015,0.00024216214711501966,1
100000351000,2015,0.0010812011027680557,1
100000351300,2015,0.0001800373642319046,1
100000352200,2015,0.000105414940695785,1
100000354200,2015,0.0001807925004909961,1
100000354600,2015,0.0015701821371337183,1
100000354700,2015,8.060782492746524e-05,1
100000355000,2015,0.00020268699653508805,1
100000355400,2015,0.0006260320313875299,1
100000356900,2015,8.710561602348496e-05,1
100000359700,2015,1.0898024783848569e-06,1
100000359800,2015,5.215972997964251e-05,1
100000360800,2015,0.00021409491418904677,1
100000361900,2015,2.6589899247240414e-06,1
100000363000,2015,0.00031274372223171035,1
100000363600,2015,0.0001303716498117238,1
100000364500,2015,0.0005098586042421349,1
100000364900,2015,4.5139684622432316e-05,1
100000365100,2015,0.0006496491653743956,1
100000366200,2015,1.1758674321995786e-05,1
100000366700,2015,0.0012040314253879158,1
100000366800,2015,9.807871808825501e-05,1
100000367100,2015,0.000737010616092061,1
100000367300,2015,2.4212105522644758e-05,1
100000367600,2015,4.379078074155109e-05,1
100000368000,2015,1.496170290033771e-05,1
100000368100,2015,0.0015692882951819237,1
100000368700,2015,0.00023277587880718849,1
100000368900,2015,0.0003006758019122621,1
100000369200,2015,0.0006819750010182117,1
100000369800,2015,2.1332433117789262e-05,1
100000370300,2015,0.00024794627841679757,1
100000370700,2015,4.4134539194525395e-05,1
100000371200,2015,0.0003418069442552842,1
100000371700,2015,0.0009472935165697247,1
100000372000,2015,0.00015905332468173835,1
100000372200,2015,8.131405138962708e-05,1
100000372500,2015,0.0014349979001492986,1
100000372600,2015,7.10589556499495e-06,1
100000372700,2015,2.626777518240959e-05,1
100000375300,2015,0.0004883295600005591,1
100000376300,2015,0.00011062946342292448,1
100000378200,2015,0.0006624533862362045,1
100000378300,2015,0.0009166502787837372,1
100000379000,2015,5.6915013161080474e-05,1
100000379500,2015,0.00011381073603010135,1
100000379700,2015,0.0010645155097162597,1
100000379800,2015,0.00045053420495322566,1
100000380400,2015,0.0011213107252017027,1
100000380800,2015,4.011332264736488e-05,1
100000381100,2015,0.00019436698269989503,1
100000381800,2015,0.0008104701367148347,1
